DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,SORT
2009,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),4,454
2010,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),2,456
2011,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),2,458
2012,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),4,460
2013,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),5,462
2014,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),4,464
2015,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),5,466
2016,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),1,468
2017,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),4,470
2018,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),3,472
2019,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),6,474
2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),6,476
2007,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,480
2008,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,482
2009,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,484
2010,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,486
2011,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),3,488
2012,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),3,490
2013,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),2,492
2014,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),4,494
2015,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),3,496
2016,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),6,498
2017,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,500
2018,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),4,502
2019,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),6,504
2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),5,506
2007,Malignant neoplasm of esophagus (C15),4,510
2008,Malignant neoplasm of esophagus (C15),3,512
2009,Malignant neoplasm of esophagus (C15),5,514
2010,Malignant neoplasm of esophagus (C15),3,516
2011,Malignant neoplasm of esophagus (C15),4,518
2012,Malignant neoplasm of esophagus (C15),4,520
2013,Malignant neoplasm of esophagus (C15),3,522
2014,Malignant neoplasm of esophagus (C15),4,524
2015,Malignant neoplasm of esophagus (C15),3,526
2016,Malignant neoplasm of esophagus (C15),5,528
2017,Malignant neoplasm of esophagus (C15),5,530
2018,Malignant neoplasm of esophagus (C15),6,532
2019,Malignant neoplasm of esophagus (C15),11,534
2020 **,Malignant neoplasm of esophagus (C15),4,536
2007,Malignant neoplasm of stomach (C16),8,540
2008,Malignant neoplasm of stomach (C16),9,542
2009,Malignant neoplasm of stomach (C16),10,544
2010,Malignant neoplasm of stomach (C16),5,546
2011,Malignant neoplasm of stomach (C16),6,548
2012,Malignant neoplasm of stomach (C16),7,550
2013,Malignant neoplasm of stomach (C16),4,552
2014,Malignant neoplasm of stomach (C16),8,554
2015,Malignant neoplasm of stomach (C16),14,556
2016,Malignant neoplasm of stomach (C16),10,558
2017,Malignant neoplasm of stomach (C16),12,560
2018,Malignant neoplasm of stomach (C16),3,562
2019,Malignant neoplasm of stomach (C16),6,564
2020 **,Malignant neoplasm of stomach (C16),5,566
2007,Malignant neoplasms of colon rectum and anus (C18-C21),9,570
2008,Malignant neoplasms of colon rectum and anus (C18-C21),20,572
2009,Malignant neoplasms of colon rectum and anus (C18-C21),15,574
2010,Malignant neoplasms of colon rectum and anus (C18-C21),15,576
2011,Malignant neoplasms of colon rectum and anus (C18-C21),19,578
2012,Malignant neoplasms of colon rectum and anus (C18-C21),12,580
2013,Malignant neoplasms of colon rectum and anus (C18-C21),11,582
2014,Malignant neoplasms of colon rectum and anus (C18-C21),21,584
2015,Malignant neoplasms of colon rectum and anus (C18-C21),10,586
2016,Malignant neoplasms of colon rectum and anus (C18-C21),14,588
2017,Malignant neoplasms of colon rectum and anus (C18-C21),19,590
2018,Malignant neoplasms of colon rectum and anus (C18-C21),19,592
2019,Malignant neoplasms of colon rectum and anus (C18-C21),25,594
2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),20,596
2007,Malignant neoplasms of liver and intrahepatic bile ducts (C22),8,600
2008,Malignant neoplasms of liver and intrahepatic bile ducts (C22),12,602
2009,Malignant neoplasms of liver and intrahepatic bile ducts (C22),8,604
2010,Malignant neoplasms of liver and intrahepatic bile ducts (C22),12,606
2011,Malignant neoplasms of liver and intrahepatic bile ducts (C22),16,608
2012,Malignant neoplasms of liver and intrahepatic bile ducts (C22),6,610
2013,Malignant neoplasms of liver and intrahepatic bile ducts (C22),19,612
2014,Malignant neoplasms of liver and intrahepatic bile ducts (C22),18,614
2015,Malignant neoplasms of liver and intrahepatic bile ducts (C22),16,616
2016,Malignant neoplasms of liver and intrahepatic bile ducts (C22),15,618
2017,Malignant neoplasms of liver and intrahepatic bile ducts (C22),24,620
2018,Malignant neoplasms of liver and intrahepatic bile ducts (C22),22,622
2019,Malignant neoplasms of liver and intrahepatic bile ducts (C22),14,624
2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),17,626
2007,Malignant neoplasm of pancreas (C25),9,630
2008,Malignant neoplasm of pancreas (C25),8,632
2009,Malignant neoplasm of pancreas (C25),11,634
2010,Malignant neoplasm of pancreas (C25),6,636
2011,Malignant neoplasm of pancreas (C25),13,638
2012,Malignant neoplasm of pancreas (C25),11,640
2013,Malignant neoplasm of pancreas (C25),12,642
2014,Malignant neoplasm of pancreas (C25),14,644
2015,Malignant neoplasm of pancreas (C25),11,646
2016,Malignant neoplasm of pancreas (C25),15,648
2017,Malignant neoplasm of pancreas (C25),19,650
2018,Malignant neoplasm of pancreas (C25),18,652
2019,Malignant neoplasm of pancreas (C25),18,654
2020 **,Malignant neoplasm of pancreas (C25),18,656
2007,Malignant neoplasm of larynx (C32),2,660
2008,Malignant neoplasm of larynx (C32),0,662
2009,Malignant neoplasm of larynx (C32),0,664
2010,Malignant neoplasm of larynx (C32),2,666
2011,Malignant neoplasm of larynx (C32),4,668
2012,Malignant neoplasm of larynx (C32),0,670
2013,Malignant neoplasm of larynx (C32),1,672
2014,Malignant neoplasm of larynx (C32),1,674
2015,Malignant neoplasm of larynx (C32),0,676
2016,Malignant neoplasm of larynx (C32),2,678
2017,Malignant neoplasm of larynx (C32),3,680
2018,Malignant neoplasm of larynx (C32),0,682
2019,Malignant neoplasm of larynx (C32),3,684
2020 **,Malignant neoplasm of larynx (C32),2,686
2007,Malignant neoplasms of trachea bronchus and lung (C33-C34),27,690
2008,Malignant neoplasms of trachea bronchus and lung (C33-C34),31,692
2009,Malignant neoplasms of trachea bronchus and lung (C33-C34),32,694
2010,Malignant neoplasms of trachea bronchus and lung (C33-C34),25,696
2011,Malignant neoplasms of trachea bronchus and lung (C33-C34),29,698
2012,Malignant neoplasms of trachea bronchus and lung (C33-C34),22,700
2013,Malignant neoplasms of trachea bronchus and lung (C33-C34),30,702
2014,Malignant neoplasms of trachea bronchus and lung (C33-C34),38,704
2015,Malignant neoplasms of trachea bronchus and lung (C33-C34),32,706
2016,Malignant neoplasms of trachea bronchus and lung (C33-C34),36,708
2017,Malignant neoplasms of trachea bronchus and lung (C33-C34),31,710
2018,Malignant neoplasms of trachea bronchus and lung (C33-C34),31,712
2019,Malignant neoplasms of trachea bronchus and lung (C33-C34),39,714
2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),32,716
2007,Malignant melanoma of skin (C43),0,720
2008,Malignant melanoma of skin (C43),1,722
2009,Malignant melanoma of skin (C43),1,724
2010,Malignant melanoma of skin (C43),2,726
2011,Malignant melanoma of skin (C43),1,728
2012,Malignant melanoma of skin (C43),0,730
2013,Malignant melanoma of skin (C43),0,732
2014,Malignant melanoma of skin (C43),0,734
2015,Malignant melanoma of skin (C43),0,736
2016,Malignant melanoma of skin (C43),0,738
2017,Malignant melanoma of skin (C43),0,740
2018,Malignant melanoma of skin (C43),2,742
2019,Malignant melanoma of skin (C43),0,744
2020 **,Malignant melanoma of skin (C43),1,746
2007,Malignant neoplasm of breast (C50),10,750
2008,Malignant neoplasm of breast (C50),7,752
2009,Malignant neoplasm of breast (C50),10,754
2010,Malignant neoplasm of breast (C50),11,756
2011,Malignant neoplasm of breast (C50),9,758
2012,Malignant neoplasm of breast (C50),9,760
2013,Malignant neoplasm of breast (C50),12,762
2014,Malignant neoplasm of breast (C50),6,764
2015,Malignant neoplasm of breast (C50),18,766
2016,Malignant neoplasm of breast (C50),19,768
2017,Malignant neoplasm of breast (C50),14,770
2018,Malignant neoplasm of breast (C50),12,772
2019,Malignant neoplasm of breast (C50),10,774
2020 **,Malignant neoplasm of breast (C50),10,776
2007,Malignant neoplasm of cervix uteri (C53),2,780
2008,Malignant neoplasm of cervix uteri (C53),7,782
2009,Malignant neoplasm of cervix uteri (C53),2,784
2010,Malignant neoplasm of cervix uteri (C53),3,786
2011,Malignant neoplasm of cervix uteri (C53),0,788
2012,Malignant neoplasm of cervix uteri (C53),1,790
2013,Malignant neoplasm of cervix uteri (C53),3,792
2014,Malignant neoplasm of cervix uteri (C53),2,794
2015,Malignant neoplasm of cervix uteri (C53),5,796
2016,Malignant neoplasm of cervix uteri (C53),2,798
2017,Malignant neoplasm of cervix uteri (C53),5,800
2018,Malignant neoplasm of cervix uteri (C53),3,802
2019,Malignant neoplasm of cervix uteri (C53),2,804
2020 **,Malignant neoplasm of cervix uteri (C53),4,806
2007,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,810
2008,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),5,812
2009,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),4,814
2010,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),3,816
2011,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,818
2012,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,820
2013,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),5,822
2014,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),4,824
2015,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,826
2016,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),3,828
2017,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,830
2018,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),6,832
2019,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),3,834
2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),4,836
2007,Malignant neoplasm of ovary (C56),6,840
2008,Malignant neoplasm of ovary (C56),5,842
2009,Malignant neoplasm of ovary (C56),4,844
2010,Malignant neoplasm of ovary (C56),3,846
2011,Malignant neoplasm of ovary (C56),8,848
2012,Malignant neoplasm of ovary (C56),3,850
2013,Malignant neoplasm of ovary (C56),6,852
2014,Malignant neoplasm of ovary (C56),4,854
2015,Malignant neoplasm of ovary (C56),4,856
2016,Malignant neoplasm of ovary (C56),0,858
2017,Malignant neoplasm of ovary (C56),0,860
2018,Malignant neoplasm of ovary (C56),4,862
2019,Malignant neoplasm of ovary (C56),3,864
2020 **,Malignant neoplasm of ovary (C56),3,866
2007,Malignant neoplasm of prostate (C61),7,870
2008,Malignant neoplasm of prostate (C61),2,872
2009,Malignant neoplasm of prostate (C61),7,874
2010,Malignant neoplasm of prostate (C61),10,876
2011,Malignant neoplasm of prostate (C61),7,878
2012,Malignant neoplasm of prostate (C61),4,880
2013,Malignant neoplasm of prostate (C61),7,882
2014,Malignant neoplasm of prostate (C61),10,884
2015,Malignant neoplasm of prostate (C61),5,886
2016,Malignant neoplasm of prostate (C61),7,888
2017,Malignant neoplasm of prostate (C61),5,890
2018,Malignant neoplasm of prostate (C61),8,892
2019,Malignant neoplasm of prostate (C61),9,894
2020 **,Malignant neoplasm of prostate (C61),11,896
2007,Malignant neoplasms of kidney and renal pelvis (C64-C65),2,900
2008,Malignant neoplasms of kidney and renal pelvis (C64-C65),4,902
2009,Malignant neoplasms of kidney and renal pelvis (C64-C65),5,904
2010,Malignant neoplasms of kidney and renal pelvis (C64-C65),6,906
2011,Malignant neoplasms of kidney and renal pelvis (C64-C65),7,908
2012,Malignant neoplasms of kidney and renal pelvis (C64-C65),5,910
2013,Malignant neoplasms of kidney and renal pelvis (C64-C65),3,912
2014,Malignant neoplasms of kidney and renal pelvis (C64-C65),4,914
2015,Malignant neoplasms of kidney and renal pelvis (C64-C65),2,916
2016,Malignant neoplasms of kidney and renal pelvis (C64-C65),2,918
2017,Malignant neoplasms of kidney and renal pelvis (C64-C65),5,920
2018,Malignant neoplasms of kidney and renal pelvis (C64-C65),6,922
2019,Malignant neoplasms of kidney and renal pelvis (C64-C65),4,924
2020 **,Malignant neoplasms of kidney and renal pelvis (C64-C65),4,926
2007,Malignant neoplasm of bladder (C67),5,930
2008,Malignant neoplasm of bladder (C67),4,932
2009,Malignant neoplasm of bladder (C67),4,934
2010,Malignant neoplasm of bladder (C67),5,936
2011,Malignant neoplasm of bladder (C67),1,938
2012,Malignant neoplasm of bladder (C67),1,940
2013,Malignant neoplasm of bladder (C67),7,942
2014,Malignant neoplasm of bladder (C67),3,944
2015,Malignant neoplasm of bladder (C67),2,946
2016,Malignant neoplasm of bladder (C67),4,948
2017,Malignant neoplasm of bladder (C67),5,950
2018,Malignant neoplasm of bladder (C67),5,952
2019,Malignant neoplasm of bladder (C67),5,954
2020 **,Malignant neoplasm of bladder (C67),3,956
2007,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),5,960
2008,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),1,962
2009,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),7,964
2010,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),4,966
2011,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),2,968
2012,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),9,970
2013,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),5,972
2014,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),4,974
2015,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),5,976
2016,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),3,978
2017,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),9,980
2018,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),6,982
2019,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),7,984
2020 **,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),16,986
2007,Hodgkin's disease (C81),2,990
2008,Hodgkin's disease (C81),1,992
2009,Hodgkin's disease (C81),0,994
2010,Hodgkin's disease (C81),1,996
2011,Hodgkin's disease (C81),1,998
2012,Hodgkin's disease (C81),0,1000
2013,Hodgkin's disease (C81),0,1002
2014,Hodgkin's disease (C81),2,1004
2015,Hodgkin's disease (C81),0,1006
2016,Hodgkin's disease (C81),1,1008
2017,Hodgkin's disease (C81),1,1010
2018,Hodgkin's disease (C81),0,1012
2019,Hodgkin's disease (C81),1,1014
2020 **,Hodgkin's disease (C81),0,1016
2007,Non-Hodgkin's lymphoma (C82-C85),6,1020
2008,Non-Hodgkin's lymphoma (C82-C85),4,1022
2009,Non-Hodgkin's lymphoma (C82-C85),1,1024
2010,Non-Hodgkin's lymphoma (C82-C85),4,1026
2011,Non-Hodgkin's lymphoma (C82-C85),6,1028
2012,Non-Hodgkin's lymphoma (C82-C85),8,1030
2013,Non-Hodgkin's lymphoma (C82-C85),11,1032
2014,Non-Hodgkin's lymphoma (C82-C85),6,1034
2015,Non-Hodgkin's lymphoma (C82-C85),1,1036
2016,Non-Hodgkin's lymphoma (C82-C85),9,1038
2017,Non-Hodgkin's lymphoma (C82-C85),10,1040
2018,Non-Hodgkin's lymphoma (C82-C85),10,1042
2019,Non-Hodgkin's lymphoma (C82-C85),11,1044
2020 **,Non-Hodgkin's lymphoma (C82-C85),4,1046
2007,Leukemia (C91-C95),5,1050
2008,Leukemia (C91-C95),2,1052
2009,Leukemia (C91-C95),8,1054
2010,Leukemia (C91-C95),9,1056
2011,Leukemia (C91-C95),7,1058
2012,Leukemia (C91-C95),9,1060
2013,Leukemia (C91-C95),9,1062
