DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,SORT
2007,Septicemia (A40-A41),1199,240
2008,Septicemia (A40-A41),1446,242
2009,Septicemia (A40-A41),1487,244
2010,Septicemia (A40-A41),1493,246
2011,Septicemia (A40-A41),1549,248
2012,Septicemia (A40-A41),1598,250
2013,Septicemia (A40-A41),1716,252
2014,Septicemia (A40-A41),1707,254
2015,Septicemia (A40-A41),1933,256
2016,Septicemia (A40-A41),1973,258
2017,Septicemia (A40-A41),2048,260
2018,Septicemia (A40-A41),2057,262
2019,Septicemia (A40-A41),1880,264
2020 **,Septicemia (A40-A41),1801,266
2007,Syphilis ((A50-A53),1,270
2008,Syphilis ((A50-A53),0,272
2009,Syphilis ((A50-A53),0,274
2010,Syphilis ((A50-A53),2,276
2011,Syphilis ((A50-A53),1,278
2012,Syphilis ((A50-A53),1,280
2013,Syphilis ((A50-A53),1,282
2014,Syphilis ((A50-A53),0,284
2015,Syphilis ((A50-A53),0,286
2016,Syphilis ((A50-A53),1,288
2017,Syphilis ((A50-A53),0,290
2018,Syphilis ((A50-A53),5,292
2019,Syphilis ((A50-A53),0,294
2020 **,Syphilis ((A50-A53),1,296
2007,Acute poliomyelitis (A80),0,300
2008,Acute poliomyelitis (A80),0,302
2009,Acute poliomyelitis (A80),1,304
2010,Acute poliomyelitis (A80),0,306
2011,Acute poliomyelitis (A80),0,308
2012,Acute poliomyelitis (A80),0,310
2013,Acute poliomyelitis (A80),0,312
2014,Acute poliomyelitis (A80),0,314
2015,Acute poliomyelitis (A80),0,316
2016,Acute poliomyelitis (A80),0,318
2017,Acute poliomyelitis (A80),0,320
2018,Acute poliomyelitis (A80),0,322
2019,Acute poliomyelitis (A80),0,324
2020 **,Acute poliomyelitis (A80),0,326
2007,Arthropod-borne viral encephalitis (A83-A84A85.2),0,330
2008,Arthropod-borne viral encephalitis (A83-A84A85.2),0,332
2009,Arthropod-borne viral encephalitis (A83-A84A85.2),0,334
2010,Arthropod-borne viral encephalitis (A83-A84A85.2),1,336
2011,Arthropod-borne viral encephalitis (A83-A84A85.2),0,338
2012,Arthropod-borne viral encephalitis (A83-A84A85.2),0,340
2013,Arthropod-borne viral encephalitis (A83-A84A85.2),0,342
2014,Arthropod-borne viral encephalitis (A83-A84A85.2),0,344
2015,Arthropod-borne viral encephalitis (A83-A84A85.2),0,346
2016,Arthropod-borne viral encephalitis (A83-A84A85.2),0,348
2017,Arthropod-borne viral encephalitis (A83-A84A85.2),0,350
2018,Arthropod-borne viral encephalitis (A83-A84A85.2),0,352
2019,Arthropod-borne viral encephalitis (A83-A84A85.2),0,354
2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,356
2007,Viral hepatitis (B15-B19),216,360
2008,Viral hepatitis (B15-B19),225,362
2009,Viral hepatitis (B15-B19),219,364
2010,Viral hepatitis (B15-B19),196,366
2011,Viral hepatitis (B15-B19),226,368
2012,Viral hepatitis (B15-B19),194,370
2013,Viral hepatitis (B15-B19),200,372
2014,Viral hepatitis (B15-B19),201,374
2015,Viral hepatitis (B15-B19),179,376
2016,Viral hepatitis (B15-B19),148,378
2017,Viral hepatitis (B15-B19),146,380
2018,Viral hepatitis (B15-B19),136,382
2019,Viral hepatitis (B15-B19),111,384
2020 **,Viral hepatitis (B15-B19),96,386
2007,Human immunodeficiency virus (HIV) disease (B20-B24),196,390
2008,Human immunodeficiency virus (HIV) disease (B20-B24),184,392
2009,Human immunodeficiency virus (HIV) disease (B20-B24),158,394
2010,Human immunodeficiency virus (HIV) disease (B20-B24),129,396
2011,Human immunodeficiency virus (HIV) disease (B20-B24),142,398
2012,Human immunodeficiency virus (HIV) disease (B20-B24),137,400
2013,Human immunodeficiency virus (HIV) disease (B20-B24),131,402
2014,Human immunodeficiency virus (HIV) disease (B20-B24),150,404
2015,Human immunodeficiency virus (HIV) disease (B20-B24),112,406
2016,Human immunodeficiency virus (HIV) disease (B20-B24),116,408
2017,Human immunodeficiency virus (HIV) disease (B20-B24),122,410
2018,Human immunodeficiency virus (HIV) disease (B20-B24),124,412
2019,Human immunodeficiency virus (HIV) disease (B20-B24),103,414
2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),84,416
2007,Malaria (B50-B54),0,420
2008,Malaria (B50-B54),0,422
2009,Malaria (B50-B54),0,424
2010,Malaria (B50-B54),0,426
2011,Malaria (B50-B54),0,428
2012,Malaria (B50-B54),1,430
2013,Malaria (B50-B54),0,432
2014,Malaria (B50-B54),0,434
2015,Malaria (B50-B54),0,436
2016,Malaria (B50-B54),0,438
2017,Malaria (B50-B54),0,440
2018,Malaria (B50-B54),0,442
2019,Malaria (B50-B54),0,444
2020 **,Malaria (B50-B54),0,446
2007,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),259,450
2008,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),267,452
2009,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),241,454
2010,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),231,456
2011,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),250,458
2012,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),252,460
2013,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),263,462
2014,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),218,464
2015,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),237,466
2016,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),255,468
2017,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),265,470
2018,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),284,472
2019,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),339,474
2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),343,476
2007,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),357,480
2008,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),346,482
2009,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),348,484
2010,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),338,486
2011,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),339,488
2012,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),349,490
2013,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),334,492
2014,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),404,494
2015,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),418,496
2016,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),420,498
2017,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),422,500
2018,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),403,502
2019,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),444,504
2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),438,506
2007,Malignant neoplasm of esophagus (C15),666,510
2008,Malignant neoplasm of esophagus (C15),669,512
2009,Malignant neoplasm of esophagus (C15),646,514
2010,Malignant neoplasm of esophagus (C15),709,516
2011,Malignant neoplasm of esophagus (C15),639,518
2012,Malignant neoplasm of esophagus (C15),713,520
2013,Malignant neoplasm of esophagus (C15),701,522
2014,Malignant neoplasm of esophagus (C15),701,524
2015,Malignant neoplasm of esophagus (C15),748,526
2016,Malignant neoplasm of esophagus (C15),755,528
2017,Malignant neoplasm of esophagus (C15),718,530
2018,Malignant neoplasm of esophagus (C15),750,532
2019,Malignant neoplasm of esophagus (C15),820,534
2020 **,Malignant neoplasm of esophagus (C15),606,536
2007,Malignant neoplasm of stomach (C16),436,540
2008,Malignant neoplasm of stomach (C16),391,542
2009,Malignant neoplasm of stomach (C16),394,544
2010,Malignant neoplasm of stomach (C16),392,546
2011,Malignant neoplasm of stomach (C16),364,548
2012,Malignant neoplasm of stomach (C16),342,550
2013,Malignant neoplasm of stomach (C16),357,552
2014,Malignant neoplasm of stomach (C16),410,554
2015,Malignant neoplasm of stomach (C16),371,556
2016,Malignant neoplasm of stomach (C16),354,558
2017,Malignant neoplasm of stomach (C16),352,560
2018,Malignant neoplasm of stomach (C16),332,562
2019,Malignant neoplasm of stomach (C16),325,564
2020 **,Malignant neoplasm of stomach (C16),312,566
2007,Malignant neoplasms of colon rectum and anus (C18-C21),2424,570
2008,Malignant neoplasms of colon rectum and anus (C18-C21),2377,572
2009,Malignant neoplasms of colon rectum and anus (C18-C21),2278,574
2010,Malignant neoplasms of colon rectum and anus (C18-C21),2305,576
2011,Malignant neoplasms of colon rectum and anus (C18-C21),2247,578
2012,Malignant neoplasms of colon rectum and anus (C18-C21),2248,580
2013,Malignant neoplasms of colon rectum and anus (C18-C21),2261,582
2014,Malignant neoplasms of colon rectum and anus (C18-C21),2264,584
2015,Malignant neoplasms of colon rectum and anus (C18-C21),2190,586
2016,Malignant neoplasms of colon rectum and anus (C18-C21),2284,588
2017,Malignant neoplasms of colon rectum and anus (C18-C21),2209,590
2018,Malignant neoplasms of colon rectum and anus (C18-C21),2206,592
2019,Malignant neoplasms of colon rectum and anus (C18-C21),2138,594
2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),1902,596
2007,Malignant neoplasms of liver and intrahepatic bile ducts (C22),602,600
2008,Malignant neoplasms of liver and intrahepatic bile ducts (C22),632,602
2009,Malignant neoplasms of liver and intrahepatic bile ducts (C22),658,604
2010,Malignant neoplasms of liver and intrahepatic bile ducts (C22),715,606
2011,Malignant neoplasms of liver and intrahepatic bile ducts (C22),745,608
2012,Malignant neoplasms of liver and intrahepatic bile ducts (C22),814,610
2013,Malignant neoplasms of liver and intrahepatic bile ducts (C22),807,612
2014,Malignant neoplasms of liver and intrahepatic bile ducts (C22),817,614
2015,Malignant neoplasms of liver and intrahepatic bile ducts (C22),886,616
2016,Malignant neoplasms of liver and intrahepatic bile ducts (C22),936,618
2017,Malignant neoplasms of liver and intrahepatic bile ducts (C22),992,620
2018,Malignant neoplasms of liver and intrahepatic bile ducts (C22),954,622
2019,Malignant neoplasms of liver and intrahepatic bile ducts (C22),982,624
2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),859,626
2007,Malignant neoplasm of pancreas (C25),1481,630
2008,Malignant neoplasm of pancreas (C25),1514,632
2009,Malignant neoplasm of pancreas (C25),1497,634
2010,Malignant neoplasm of pancreas (C25),1529,636
2011,Malignant neoplasm of pancreas (C25),1532,638
2012,Malignant neoplasm of pancreas (C25),1641,640
2013,Malignant neoplasm of pancreas (C25),1539,642
2014,Malignant neoplasm of pancreas (C25),1673,644
2015,Malignant neoplasm of pancreas (C25),1757,646
2016,Malignant neoplasm of pancreas (C25),1698,648
2017,Malignant neoplasm of pancreas (C25),1835,650
2018,Malignant neoplasm of pancreas (C25),1895,652
2019,Malignant neoplasm of pancreas (C25),1984,654
2020 **,Malignant neoplasm of pancreas (C25),1651,656
2007,Malignant neoplasm of larynx (C32),184,660
2008,Malignant neoplasm of larynx (C32),173,662
2009,Malignant neoplasm of larynx (C32),186,664
2010,Malignant neoplasm of larynx (C32),181,666
2011,Malignant neoplasm of larynx (C32),179,668
2012,Malignant neoplasm of larynx (C32),183,670
2013,Malignant neoplasm of larynx (C32),168,672
2014,Malignant neoplasm of larynx (C32),196,674
2015,Malignant neoplasm of larynx (C32),181,676
2016,Malignant neoplasm of larynx (C32),188,678
2017,Malignant neoplasm of larynx (C32),184,680
2018,Malignant neoplasm of larynx (C32),166,682
2019,Malignant neoplasm of larynx (C32),176,684
2020 **,Malignant neoplasm of larynx (C32),159,686
2007,Malignant neoplasms of trachea bronchus and lung (C33-C34),7412,690
2008,Malignant neoplasms of trachea bronchus and lung (C33-C34),7299,692
2009,Malignant neoplasms of trachea bronchus and lung (C33-C34),7441,694
2010,Malignant neoplasms of trachea bronchus and lung (C33-C34),7297,696
2011,Malignant neoplasms of trachea bronchus and lung (C33-C34),7322,698
2012,Malignant neoplasms of trachea bronchus and lung (C33-C34),7472,700
2013,Malignant neoplasms of trachea bronchus and lung (C33-C34),7199,702
2014,Malignant neoplasms of trachea bronchus and lung (C33-C34),7108,704
2015,Malignant neoplasms of trachea bronchus and lung (C33-C34),7141,706
2016,Malignant neoplasms of trachea bronchus and lung (C33-C34),7071,708
2017,Malignant neoplasms of trachea bronchus and lung (C33-C34),6769,710
2018,Malignant neoplasms of trachea bronchus and lung (C33-C34),6642,712
2019,Malignant neoplasms of trachea bronchus and lung (C33-C34),6409,714
2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),5541,716
2007,Malignant melanoma of skin (C43),325,720
2008,Malignant melanoma of skin (C43),355,722
2009,Malignant melanoma of skin (C43),416,724
2010,Malignant melanoma of skin (C43),416,726
2011,Malignant melanoma of skin (C43),357,728
2012,Malignant melanoma of skin (C43),399,730
2013,Malignant melanoma of skin (C43),392,732
2014,Malignant melanoma of skin (C43),419,734
2015,Malignant melanoma of skin (C43),357,736
2016,Malignant melanoma of skin (C43),367,738
2017,Malignant melanoma of skin (C43),383,740
2018,Malignant melanoma of skin (C43),358,742
2019,Malignant melanoma of skin (C43),351,744
2020 **,Malignant melanoma of skin (C43),349,746
2007,Malignant neoplasm of breast (C50),1810,750
2008,Malignant neoplasm of breast (C50),1849,752
2009,Malignant neoplasm of breast (C50),1746,754
2010,Malignant neoplasm of breast (C50),1786,756
2011,Malignant neoplasm of breast (C50),1806,758
2012,Malignant neoplasm of breast (C50),1743,760
2013,Malignant neoplasm of breast (C50),1778,762
2014,Malignant neoplasm of breast (C50),1758,764
2015,Malignant neoplasm of breast (C50),1795,766
2016,Malignant neoplasm of breast (C50),1709,768
2017,Malignant neoplasm of breast (C50),1766,770
2018,Malignant neoplasm of breast (C50),1709,772
2019,Malignant neoplasm of breast (C50),1748,774
2020 **,Malignant neoplasm of breast (C50),1486,776
2007,Malignant neoplasm of cervix uteri (C53),180,780
2008,Malignant neoplasm of cervix uteri (C53),174,782
2009,Malignant neoplasm of cervix uteri (C53),181,784
2010,Malignant neoplasm of cervix uteri (C53),155,786
2011,Malignant neoplasm of cervix uteri (C53),161,788
2012,Malignant neoplasm of cervix uteri (C53),160,790
2013,Malignant neoplasm of cervix uteri (C53),166,792
2014,Malignant neoplasm of cervix uteri (C53),167,794
2015,Malignant neoplasm of cervix uteri (C53),144,796
2016,Malignant neoplasm of cervix uteri (C53),139,798
2017,Malignant neoplasm of cervix uteri (C53),169,800
2018,Malignant neoplasm of cervix uteri (C53),149,802
2019,Malignant neoplasm of cervix uteri (C53),168,804
2020 **,Malignant neoplasm of cervix uteri (C53),126,806
2007,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),344,810
2008,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),376,812
2009,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),335,814
2010,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),385,816
2011,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),378,818
2012,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),382,820
2013,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),367,822
2014,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),407,824
2015,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),434,826
2016,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),430,828
2017,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),469,830
2018,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),434,832
2019,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),444,834
2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),425,836
2007,Malignant neoplasm of ovary (C56),573,840
2008,Malignant neoplasm of ovary (C56),573,842
2009,Malignant neoplasm of ovary (C56),648,844
2010,Malignant neoplasm of ovary (C56),608,846
2011,Malignant neoplasm of ovary (C56),539,848
2012,Malignant neoplasm of ovary (C56),594,850
2013,Malignant neoplasm of ovary (C56),576,852
2014,Malignant neoplasm of ovary (C56),580,854
2015,Malignant neoplasm of ovary (C56),527,856
2016,Malignant neoplasm of ovary (C56),628,858
2017,Malignant neoplasm of ovary (C56),548,860
2018,Malignant neoplasm of ovary (C56),465,862
2019,Malignant neoplasm of ovary (C56),501,864
2020 **,Malignant neoplasm of ovary (C56),429,866
2007,Malignant neoplasm of prostate (C61),1224,870
2008,Malignant neoplasm of prostate (C61),1191,872
2009,Malignant neoplasm of prostate (C61),1191,874
2010,Malignant neoplasm of prostate (C61),1120,876
2011,Malignant neoplasm of prostate (C61),1165,878
2012,Malignant neoplasm of prostate (C61),1063,880
2013,Malignant neoplasm of prostate (C61),1035,882
2014,Malignant neoplasm of prostate (C61),1061,884
2015,Malignant neoplasm of prostate (C61),1098,886
2016,Malignant neoplasm of prostate (C61),1177,888
2017,Malignant neoplasm of prostate (C61),1205,890
2018,Malignant neoplasm of prostate (C61),1236,892
2019,Malignant neoplasm of prostate (C61),1205,894
2020 **,Malignant neoplasm of prostate (C61),1072,896
2007,Malignant neoplasms of kidney and renal pelvis (C64-C65),582,900
2008,Malignant neoplasms of kidney and renal pelvis (C64-C65),608,902
2009,Malignant neoplasms of kidney and renal pelvis (C64-C65),570,904
2010,Malignant neoplasms of kidney and renal pelvis (C64-C65),559,906
2011,Malignant neoplasms of kidney and renal pelvis (C64-C65),582,908
2012,Malignant neoplasms of kidney and renal pelvis (C64-C65),531,910
2013,Malignant neoplasms of kidney and renal pelvis (C64-C65),604,912
2014,Malignant neoplasms of kidney and renal pelvis (C64-C65),540,914
2015,Malignant neoplasms of kidney and renal pelvis (C64-C65),562,916
2016,Malignant neoplasms of kidney and renal pelvis (C64-C65),561,918
2017,Malignant neoplasms of kidney and renal pelvis (C64-C65),593,920
2018,Malignant neoplasms of kidney and renal pelvis (C64-C65),582,922
2019,Malignant neoplasms of kidney and renal pelvis (C64-C65),562,924
2020 **,Malignant neoplasms of kidney and renal pelvis (C64-C65),539,926
2007,Malignant neoplasm of bladder (C67),633,930
2008,Malignant neoplasm of bladder (C67),658,932
2009,Malignant neoplasm of bladder (C67),688,934
2010,Malignant neoplasm of bladder (C67),706,936
2011,Malignant neoplasm of bladder (C67),673,938
2012,Malignant neoplasm of bladder (C67),674,940
2013,Malignant neoplasm of bladder (C67),748,942
2014,Malignant neoplasm of bladder (C67),721,944
2015,Malignant neoplasm of bladder (C67),717,946
2016,Malignant neoplasm of bladder (C67),730,948
2017,Malignant neoplasm of bladder (C67),720,950
2018,Malignant neoplasm of bladder (C67),800,952
2019,Malignant neoplasm of bladder (C67),725,954
2020 **,Malignant neoplasm of bladder (C67),673,956
2007,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),525,960
2008,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),595,962
2009,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),569,964
2010,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),592,966
2011,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),545,968
2012,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),596,970
2013,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),614,972
2014,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),624,974
2015,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),631,976
2016,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),680,978
2017,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),685,980
2018,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),653,982
2019,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),667,984
2020 **,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),591,986
2007,Hodgkin's disease (C81),67,990
2008,Hodgkin's disease (C81),50,992
2009,Hodgkin's disease (C81),44,994
2010,Hodgkin's disease (C81),46,996
2011,Hodgkin's disease (C81),48,998
2012,Hodgkin's disease (C81),45,1000
2013,Hodgkin's disease (C81),37,1002
2014,Hodgkin's disease (C81),52,1004
2015,Hodgkin's disease (C81),42,1006
2016,Hodgkin's disease (C81),34,1008
2017,Hodgkin's disease (C81),43,1010
2018,Hodgkin's disease (C81),34,1012
2019,Hodgkin's disease (C81),27,1014
2020 **,Hodgkin's disease (C81),39,1016
2007,Non-Hodgkin's lymphoma (C82-C85),946,1020
2008,Non-Hodgkin's lymphoma (C82-C85),907,1022
2009,Non-Hodgkin's lymphoma (C82-C85),916,1024
2010,Non-Hodgkin's lymphoma (C82-C85),911,1026
2011,Non-Hodgkin's lymphoma (C82-C85),945,1028
2012,Non-Hodgkin's lymphoma (C82-C85),858,1030
2013,Non-Hodgkin's lymphoma (C82-C85),775,1032
2014,Non-Hodgkin's lymphoma (C82-C85),954,1034
2015,Non-Hodgkin's lymphoma (C82-C85),874,1036
2016,Non-Hodgkin's lymphoma (C82-C85),843,1038
2017,Non-Hodgkin's lymphoma (C82-C85),849,1040
2018,Non-Hodgkin's lymphoma (C82-C85),835,1042
2019,Non-Hodgkin's lymphoma (C82-C85),826,1044
2020 **,Non-Hodgkin's lymphoma (C82-C85),738,1046
2007,Leukemia (C91-C95),985,1050
2008,Leukemia (C91-C95),918,1052
2009,Leukemia (C91-C95),984,1054
