DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,SORT
2007,Scarlet fever and erysipelas (A38A46),0,180
2008,Scarlet fever and erysipelas (A38A46),0,182
2009,Scarlet fever and erysipelas (A38A46),0,184
2010,Scarlet fever and erysipelas (A38A46),1,186
2011,Scarlet fever and erysipelas (A38A46),0,188
2012,Scarlet fever and erysipelas (A38A46),0,190
2013,Scarlet fever and erysipelas (A38A46),0,192
2014,Scarlet fever and erysipelas (A38A46),0,194
2015,Scarlet fever and erysipelas (A38A46),0,196
2016,Scarlet fever and erysipelas (A38A46),0,198
2017,Scarlet fever and erysipelas (A38A46),0,200
2018,Scarlet fever and erysipelas (A38A46),0,202
2019,Scarlet fever and erysipelas (A38A46),0,204
2020 **,Scarlet fever and erysipelas (A38A46),0,206
2007,Meningococcal infection (A39),1,210
2008,Meningococcal infection (A39),2,212
2009,Meningococcal infection (A39),0,214
2010,Meningococcal infection (A39),1,216
2011,Meningococcal infection (A39),1,218
2012,Meningococcal infection (A39),1,220
2013,Meningococcal infection (A39),0,222
2014,Meningococcal infection (A39),0,224
2015,Meningococcal infection (A39),1,226
2016,Meningococcal infection (A39),0,228
2017,Meningococcal infection (A39),0,230
2018,Meningococcal infection (A39),0,232
2019,Meningococcal infection (A39),0,234
2020 **,Meningococcal infection (A39),0,236
2007,Septicemia (A40-A41),658,240
2008,Septicemia (A40-A41),801,242
2009,Septicemia (A40-A41),813,244
2010,Septicemia (A40-A41),827,246
2011,Septicemia (A40-A41),871,248
2012,Septicemia (A40-A41),867,250
2013,Septicemia (A40-A41),963,252
2014,Septicemia (A40-A41),954,254
2015,Septicemia (A40-A41),1085,256
2016,Septicemia (A40-A41),1053,258
2017,Septicemia (A40-A41),1106,260
2018,Septicemia (A40-A41),1084,262
2019,Septicemia (A40-A41),964,264
2020 **,Septicemia (A40-A41),976,266
2007,Syphilis ((A50-A53),1,270
2008,Syphilis ((A50-A53),0,272
2009,Syphilis ((A50-A53),0,274
2010,Syphilis ((A50-A53),0,276
2011,Syphilis ((A50-A53),0,278
2012,Syphilis ((A50-A53),0,280
2013,Syphilis ((A50-A53),0,282
2014,Syphilis ((A50-A53),0,284
2015,Syphilis ((A50-A53),0,286
2016,Syphilis ((A50-A53),1,288
2017,Syphilis ((A50-A53),0,290
2018,Syphilis ((A50-A53),2,292
2019,Syphilis ((A50-A53),0,294
2020 **,Syphilis ((A50-A53),0,296
2007,Acute poliomyelitis (A80),0,300
2008,Acute poliomyelitis (A80),0,302
2009,Acute poliomyelitis (A80),1,304
2010,Acute poliomyelitis (A80),0,306
2011,Acute poliomyelitis (A80),0,308
2012,Acute poliomyelitis (A80),0,310
2013,Acute poliomyelitis (A80),0,312
2014,Acute poliomyelitis (A80),0,314
2015,Acute poliomyelitis (A80),0,316
2016,Acute poliomyelitis (A80),0,318
2017,Acute poliomyelitis (A80),0,320
2018,Acute poliomyelitis (A80),0,322
2019,Acute poliomyelitis (A80),0,324
2020 **,Acute poliomyelitis (A80),0,326
2007,Arthropod-borne viral encephalitis (A83-A84A85.2),0,330
2008,Arthropod-borne viral encephalitis (A83-A84A85.2),0,332
2009,Arthropod-borne viral encephalitis (A83-A84A85.2),0,334
2010,Arthropod-borne viral encephalitis (A83-A84A85.2),1,336
2011,Arthropod-borne viral encephalitis (A83-A84A85.2),0,338
2012,Arthropod-borne viral encephalitis (A83-A84A85.2),0,340
2013,Arthropod-borne viral encephalitis (A83-A84A85.2),0,342
2014,Arthropod-borne viral encephalitis (A83-A84A85.2),0,344
2015,Arthropod-borne viral encephalitis (A83-A84A85.2),0,346
2016,Arthropod-borne viral encephalitis (A83-A84A85.2),0,348
2017,Arthropod-borne viral encephalitis (A83-A84A85.2),0,350
2018,Arthropod-borne viral encephalitis (A83-A84A85.2),0,352
2019,Arthropod-borne viral encephalitis (A83-A84A85.2),0,354
2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,356
2007,Viral hepatitis (B15-B19),78,360
2008,Viral hepatitis (B15-B19),83,362
2009,Viral hepatitis (B15-B19),80,364
2010,Viral hepatitis (B15-B19),67,366
2011,Viral hepatitis (B15-B19),85,368
2012,Viral hepatitis (B15-B19),64,370
2013,Viral hepatitis (B15-B19),69,372
2014,Viral hepatitis (B15-B19),83,374
2015,Viral hepatitis (B15-B19),64,376
2016,Viral hepatitis (B15-B19),55,378
2017,Viral hepatitis (B15-B19),54,380
2018,Viral hepatitis (B15-B19),53,382
2019,Viral hepatitis (B15-B19),35,384
2020 **,Viral hepatitis (B15-B19),28,386
2007,Human immunodeficiency virus (HIV) disease (B20-B24),27,390
2008,Human immunodeficiency virus (HIV) disease (B20-B24),39,392
2009,Human immunodeficiency virus (HIV) disease (B20-B24),35,394
2010,Human immunodeficiency virus (HIV) disease (B20-B24),27,396
2011,Human immunodeficiency virus (HIV) disease (B20-B24),38,398
2012,Human immunodeficiency virus (HIV) disease (B20-B24),27,400
2013,Human immunodeficiency virus (HIV) disease (B20-B24),29,402
2014,Human immunodeficiency virus (HIV) disease (B20-B24),37,404
2015,Human immunodeficiency virus (HIV) disease (B20-B24),28,406
2016,Human immunodeficiency virus (HIV) disease (B20-B24),26,408
2017,Human immunodeficiency virus (HIV) disease (B20-B24),25,410
2018,Human immunodeficiency virus (HIV) disease (B20-B24),17,412
2019,Human immunodeficiency virus (HIV) disease (B20-B24),23,414
2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),17,416
2007,Malaria (B50-B54),0,420
2008,Malaria (B50-B54),0,422
2009,Malaria (B50-B54),0,424
2010,Malaria (B50-B54),0,426
2011,Malaria (B50-B54),0,428
2012,Malaria (B50-B54),1,430
2013,Malaria (B50-B54),0,432
2014,Malaria (B50-B54),0,434
2015,Malaria (B50-B54),0,436
2016,Malaria (B50-B54),0,438
2017,Malaria (B50-B54),0,440
2018,Malaria (B50-B54),0,442
2019,Malaria (B50-B54),0,444
2020 **,Malaria (B50-B54),0,446
2007,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),139,450
2008,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),139,452
2009,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),115,454
2010,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),124,456
2011,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),123,458
2012,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),130,460
2013,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),131,462
2014,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),107,464
2015,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),111,466
2016,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),123,468
2017,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),132,470
2018,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),134,472
2019,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),179,474
2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),158,476
2007,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),123,480
2008,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),108,482
2009,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),117,484
2010,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),102,486
2011,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),86,488
2012,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),109,490
2013,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),103,492
2014,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),115,494
2015,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),110,496
2016,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),120,498
2017,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),131,500
2018,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),117,502
2019,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),139,504
2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),128,506
2007,Malignant neoplasm of esophagus (C15),143,510
2008,Malignant neoplasm of esophagus (C15),135,512
2009,Malignant neoplasm of esophagus (C15),149,514
2010,Malignant neoplasm of esophagus (C15),141,516
2011,Malignant neoplasm of esophagus (C15),129,518
2012,Malignant neoplasm of esophagus (C15),141,520
2013,Malignant neoplasm of esophagus (C15),128,522
2014,Malignant neoplasm of esophagus (C15),137,524
2015,Malignant neoplasm of esophagus (C15),146,526
2016,Malignant neoplasm of esophagus (C15),152,528
2017,Malignant neoplasm of esophagus (C15),141,530
2018,Malignant neoplasm of esophagus (C15),147,532
2019,Malignant neoplasm of esophagus (C15),155,534
2020 **,Malignant neoplasm of esophagus (C15),103,536
2007,Malignant neoplasm of stomach (C16),169,540
2008,Malignant neoplasm of stomach (C16),161,542
2009,Malignant neoplasm of stomach (C16),170,544
2010,Malignant neoplasm of stomach (C16),167,546
2011,Malignant neoplasm of stomach (C16),146,548
2012,Malignant neoplasm of stomach (C16),143,550
2013,Malignant neoplasm of stomach (C16),161,552
2014,Malignant neoplasm of stomach (C16),174,554
2015,Malignant neoplasm of stomach (C16),160,556
2016,Malignant neoplasm of stomach (C16),143,558
2017,Malignant neoplasm of stomach (C16),151,560
2018,Malignant neoplasm of stomach (C16),137,562
2019,Malignant neoplasm of stomach (C16),111,564
2020 **,Malignant neoplasm of stomach (C16),143,566
2007,Malignant neoplasms of colon rectum and anus (C18-C21),1216,570
2008,Malignant neoplasms of colon rectum and anus (C18-C21),1184,572
2009,Malignant neoplasms of colon rectum and anus (C18-C21),1125,574
2010,Malignant neoplasms of colon rectum and anus (C18-C21),1133,576
2011,Malignant neoplasms of colon rectum and anus (C18-C21),1093,578
2012,Malignant neoplasms of colon rectum and anus (C18-C21),1060,580
2013,Malignant neoplasms of colon rectum and anus (C18-C21),1092,582
2014,Malignant neoplasms of colon rectum and anus (C18-C21),1146,584
2015,Malignant neoplasms of colon rectum and anus (C18-C21),1077,586
2016,Malignant neoplasms of colon rectum and anus (C18-C21),1103,588
2017,Malignant neoplasms of colon rectum and anus (C18-C21),1082,590
2018,Malignant neoplasms of colon rectum and anus (C18-C21),1065,592
2019,Malignant neoplasms of colon rectum and anus (C18-C21),1015,594
2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),915,596
2007,Malignant neoplasms of liver and intrahepatic bile ducts (C22),210,600
2008,Malignant neoplasms of liver and intrahepatic bile ducts (C22),194,602
2009,Malignant neoplasms of liver and intrahepatic bile ducts (C22),220,604
2010,Malignant neoplasms of liver and intrahepatic bile ducts (C22),246,606
2011,Malignant neoplasms of liver and intrahepatic bile ducts (C22),241,608
2012,Malignant neoplasms of liver and intrahepatic bile ducts (C22),264,610
2013,Malignant neoplasms of liver and intrahepatic bile ducts (C22),270,612
2014,Malignant neoplasms of liver and intrahepatic bile ducts (C22),296,614
2015,Malignant neoplasms of liver and intrahepatic bile ducts (C22),292,616
2016,Malignant neoplasms of liver and intrahepatic bile ducts (C22),333,618
2017,Malignant neoplasms of liver and intrahepatic bile ducts (C22),356,620
2018,Malignant neoplasms of liver and intrahepatic bile ducts (C22),334,622
2019,Malignant neoplasms of liver and intrahepatic bile ducts (C22),305,624
2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),308,626
2007,Malignant neoplasm of pancreas (C25),742,630
2008,Malignant neoplasm of pancreas (C25),768,632
2009,Malignant neoplasm of pancreas (C25),769,634
2010,Malignant neoplasm of pancreas (C25),773,636
2011,Malignant neoplasm of pancreas (C25),758,638
2012,Malignant neoplasm of pancreas (C25),791,640
2013,Malignant neoplasm of pancreas (C25),816,642
2014,Malignant neoplasm of pancreas (C25),809,644
2015,Malignant neoplasm of pancreas (C25),914,646
2016,Malignant neoplasm of pancreas (C25),884,648
2017,Malignant neoplasm of pancreas (C25),890,650
2018,Malignant neoplasm of pancreas (C25),935,652
2019,Malignant neoplasm of pancreas (C25),961,654
2020 **,Malignant neoplasm of pancreas (C25),799,656
2007,Malignant neoplasm of larynx (C32),43,660
2008,Malignant neoplasm of larynx (C32),35,662
2009,Malignant neoplasm of larynx (C32),33,664
2010,Malignant neoplasm of larynx (C32),36,666
2011,Malignant neoplasm of larynx (C32),45,668
2012,Malignant neoplasm of larynx (C32),41,670
2013,Malignant neoplasm of larynx (C32),46,672
2014,Malignant neoplasm of larynx (C32),41,674
2015,Malignant neoplasm of larynx (C32),46,676
2016,Malignant neoplasm of larynx (C32),49,678
2017,Malignant neoplasm of larynx (C32),52,680
2018,Malignant neoplasm of larynx (C32),33,682
2019,Malignant neoplasm of larynx (C32),38,684
2020 **,Malignant neoplasm of larynx (C32),33,686
2007,Malignant neoplasms of trachea bronchus and lung (C33-C34),3247,690
2008,Malignant neoplasms of trachea bronchus and lung (C33-C34),3213,692
2009,Malignant neoplasms of trachea bronchus and lung (C33-C34),3257,694
2010,Malignant neoplasms of trachea bronchus and lung (C33-C34),3225,696
2011,Malignant neoplasms of trachea bronchus and lung (C33-C34),3279,698
2012,Malignant neoplasms of trachea bronchus and lung (C33-C34),3434,700
2013,Malignant neoplasms of trachea bronchus and lung (C33-C34),3328,702
2014,Malignant neoplasms of trachea bronchus and lung (C33-C34),3177,704
2015,Malignant neoplasms of trachea bronchus and lung (C33-C34),3218,706
2016,Malignant neoplasms of trachea bronchus and lung (C33-C34),3185,708
2017,Malignant neoplasms of trachea bronchus and lung (C33-C34),3031,710
2018,Malignant neoplasms of trachea bronchus and lung (C33-C34),3005,712
2019,Malignant neoplasms of trachea bronchus and lung (C33-C34),2979,714
2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),2533,716
2007,Malignant melanoma of skin (C43),115,720
2008,Malignant melanoma of skin (C43),119,722
2009,Malignant melanoma of skin (C43),132,724
2010,Malignant melanoma of skin (C43),156,726
2011,Malignant melanoma of skin (C43),134,728
2012,Malignant melanoma of skin (C43),157,730
2013,Malignant melanoma of skin (C43),126,732
2014,Malignant melanoma of skin (C43),136,734
2015,Malignant melanoma of skin (C43),134,736
2016,Malignant melanoma of skin (C43),139,738
2017,Malignant melanoma of skin (C43),131,740
2018,Malignant melanoma of skin (C43),117,742
2019,Malignant melanoma of skin (C43),133,744
2020 **,Malignant melanoma of skin (C43),107,746
2007,Malignant neoplasm of breast (C50),1810,750
2008,Malignant neoplasm of breast (C50),1845,752
2009,Malignant neoplasm of breast (C50),1731,754
2010,Malignant neoplasm of breast (C50),1783,756
2011,Malignant neoplasm of breast (C50),1795,758
2012,Malignant neoplasm of breast (C50),1738,760
2013,Malignant neoplasm of breast (C50),1776,762
2014,Malignant neoplasm of breast (C50),1750,764
2015,Malignant neoplasm of breast (C50),1802,766
2016,Malignant neoplasm of breast (C50),1710,768
2017,Malignant neoplasm of breast (C50),1758,770
2018,Malignant neoplasm of breast (C50),1699,772
2019,Malignant neoplasm of breast (C50),1744,774
2020 **,Malignant neoplasm of breast (C50),1475,776
2007,Malignant neoplasm of cervix uteri (C53),182,780
2008,Malignant neoplasm of cervix uteri (C53),181,782
2009,Malignant neoplasm of cervix uteri (C53),185,784
2010,Malignant neoplasm of cervix uteri (C53),158,786
2011,Malignant neoplasm of cervix uteri (C53),163,788
2012,Malignant neoplasm of cervix uteri (C53),161,790
2013,Malignant neoplasm of cervix uteri (C53),170,792
2014,Malignant neoplasm of cervix uteri (C53),169,794
2015,Malignant neoplasm of cervix uteri (C53),149,796
2016,Malignant neoplasm of cervix uteri (C53),141,798
2017,Malignant neoplasm of cervix uteri (C53),174,800
2018,Malignant neoplasm of cervix uteri (C53),152,802
2019,Malignant neoplasm of cervix uteri (C53),170,804
2020 **,Malignant neoplasm of cervix uteri (C53),130,806
2007,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),346,810
2008,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),382,812
2009,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),338,814
2010,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),389,816
2011,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),381,818
2012,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),384,820
2013,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),373,822
2014,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),411,824
2015,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),436,826
2016,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),433,828
2017,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),471,830
2018,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),440,832
2019,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),448,834
2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),429,836
2007,Malignant neoplasm of ovary (C56),579,840
2008,Malignant neoplasm of ovary (C56),578,842
2009,Malignant neoplasm of ovary (C56),652,844
2010,Malignant neoplasm of ovary (C56),613,846
2011,Malignant neoplasm of ovary (C56),547,848
2012,Malignant neoplasm of ovary (C56),598,850
2013,Malignant neoplasm of ovary (C56),582,852
2014,Malignant neoplasm of ovary (C56),584,854
2015,Malignant neoplasm of ovary (C56),531,856
2016,Malignant neoplasm of ovary (C56),628,858
2017,Malignant neoplasm of ovary (C56),548,860
2018,Malignant neoplasm of ovary (C56),469,862
2019,Malignant neoplasm of ovary (C56),504,864
2020 **,Malignant neoplasm of ovary (C56),432,866
2007,Malignant neoplasm of prostate (C61),0,870
2008,Malignant neoplasm of prostate (C61),0,872
2009,Malignant neoplasm of prostate (C61),2,874
2010,Malignant neoplasm of prostate (C61),0,876
2011,Malignant neoplasm of prostate (C61),0,878
2012,Malignant neoplasm of prostate (C61),0,880
2013,Malignant neoplasm of prostate (C61),0,882
2014,Malignant neoplasm of prostate (C61),0,884
2015,Malignant neoplasm of prostate (C61),0,886
2016,Malignant neoplasm of prostate (C61),0,888
2017,Malignant neoplasm of prostate (C61),0,890
2018,Malignant neoplasm of prostate (C61),0,892
2019,Malignant neoplasm of prostate (C61),0,894
2020 **,Malignant neoplasm of prostate (C61),0,896
2007,Malignant neoplasms of kidney and renal pelvis (C64-C65),227,900
2008,Malignant neoplasms of kidney and renal pelvis (C64-C65),239,902
2009,Malignant neoplasms of kidney and renal pelvis (C64-C65),205,904
2010,Malignant neoplasms of kidney and renal pelvis (C64-C65),239,906
2011,Malignant neoplasms of kidney and renal pelvis (C64-C65),239,908
2012,Malignant neoplasms of kidney and renal pelvis (C64-C65),221,910
2013,Malignant neoplasms of kidney and renal pelvis (C64-C65),210,912
2014,Malignant neoplasms of kidney and renal pelvis (C64-C65),187,914
2015,Malignant neoplasms of kidney and renal pelvis (C64-C65),193,916
2016,Malignant neoplasms of kidney and renal pelvis (C64-C65),210,918
2017,Malignant neoplasms of kidney and renal pelvis (C64-C65),236,920
2018,Malignant neoplasms of kidney and renal pelvis (C64-C65),215,922
2019,Malignant neoplasms of kidney and renal pelvis (C64-C65),220,924
2020 **,Malignant neoplasms of kidney and renal pelvis (C64-C65),189,926
2007,Malignant neoplasm of bladder (C67),191,930
2008,Malignant neoplasm of bladder (C67),196,932
2009,Malignant neoplasm of bladder (C67),220,934
2010,Malignant neoplasm of bladder (C67),197,936
2011,Malignant neoplasm of bladder (C67),215,938
2012,Malignant neoplasm of bladder (C67),201,940
2013,Malignant neoplasm of bladder (C67),200,942
2014,Malignant neoplasm of bladder (C67),203,944
2015,Malignant neoplasm of bladder (C67),187,946
2016,Malignant neoplasm of bladder (C67),207,948
2017,Malignant neoplasm of bladder (C67),236,950
2018,Malignant neoplasm of bladder (C67),235,952
2019,Malignant neoplasm of bladder (C67),213,954
2020 **,Malignant neoplasm of bladder (C67),178,956
2007,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),240,960
2008,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),272,962
2009,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),269,964
2010,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),261,966
2011,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),261,968
2012,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),243,970
2013,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),264,972
2014,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),265,974
2015,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),270,976
2016,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),303,978
2017,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),324,980
2018,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),278,982
2019,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),295,984
2020 **,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),251,986
2007,Hodgkin's disease (C81),29,990
2008,Hodgkin's disease (C81),21,992
2009,Hodgkin's disease (C81),26,994
2010,Hodgkin's disease (C81),18,996
2011,Hodgkin's disease (C81),21,998
2012,Hodgkin's disease (C81),20,1000
2013,Hodgkin's disease (C81),12,1002
2014,Hodgkin's disease (C81),22,1004
2015,Hodgkin's disease (C81),21,1006
2016,Hodgkin's disease (C81),13,1008
2017,Hodgkin's disease (C81),12,1010
2018,Hodgkin's disease (C81),14,1012
2019,Hodgkin's disease (C81),17,1014
2020 **,Hodgkin's disease (C81),13,1016
2007,Non-Hodgkin's lymphoma (C82-C85),464,1020
2008,Non-Hodgkin's lymphoma (C82-C85),410,1022
2009,Non-Hodgkin's lymphoma (C82-C85),411,1024
2010,Non-Hodgkin's lymphoma (C82-C85),442,1026
2011,Non-Hodgkin's lymphoma (C82-C85),408,1028
2012,Non-Hodgkin's lymphoma (C82-C85),390,1030
2013,Non-Hodgkin's lymphoma (C82-C85),368,1032
2014,Non-Hodgkin's lymphoma (C82-C85),428,1034
2015,Non-Hodgkin's lymphoma (C82-C85),391,1036
2016,Non-Hodgkin's lymphoma (C82-C85),372,1038
2017,Non-Hodgkin's lymphoma (C82-C85),380,1040
2018,Non-Hodgkin's lymphoma (C82-C85),371,1042
2019,Non-Hodgkin's lymphoma (C82-C85),368,1044
2020 **,Non-Hodgkin's lymphoma (C82-C85),309,1046
2007,Leukemia (C91-C95),445,1050
2008,Leukemia (C91-C95),417,1052
2009,Leukemia (C91-C95),412,1054
2010,Leukemia (C91-C95),385,1056
2011,Leukemia (C91-C95),444,1058
