DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,SORT
2013,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),137,462
2014,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),115,464
2015,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),131,466
2016,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),133,468
2017,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),137,470
2018,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),153,472
2019,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),167,474
2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),191,476
2007,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),236,480
2008,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),239,482
2009,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),233,484
2010,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),236,486
2011,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),256,488
2012,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),244,490
2013,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),235,492
2014,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),293,494
2015,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),311,496
2016,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),306,498
2017,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),292,500
2018,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),290,502
2019,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),311,504
2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),315,506
2007,Malignant neoplasm of esophagus (C15),528,510
2008,Malignant neoplasm of esophagus (C15),537,512
2009,Malignant neoplasm of esophagus (C15),502,514
2010,Malignant neoplasm of esophagus (C15),578,516
2011,Malignant neoplasm of esophagus (C15),517,518
2012,Malignant neoplasm of esophagus (C15),580,520
2013,Malignant neoplasm of esophagus (C15),578,522
2014,Malignant neoplasm of esophagus (C15),568,524
2015,Malignant neoplasm of esophagus (C15),606,526
2016,Malignant neoplasm of esophagus (C15),608,528
2017,Malignant neoplasm of esophagus (C15),582,530
2018,Malignant neoplasm of esophagus (C15),609,532
2019,Malignant neoplasm of esophagus (C15),676,534
2020 **,Malignant neoplasm of esophagus (C15),507,536
2007,Malignant neoplasm of stomach (C16),276,540
2008,Malignant neoplasm of stomach (C16),239,542
2009,Malignant neoplasm of stomach (C16),234,544
2010,Malignant neoplasm of stomach (C16),230,546
2011,Malignant neoplasm of stomach (C16),224,548
2012,Malignant neoplasm of stomach (C16),207,550
2013,Malignant neoplasm of stomach (C16),201,552
2014,Malignant neoplasm of stomach (C16),245,554
2015,Malignant neoplasm of stomach (C16),227,556
2016,Malignant neoplasm of stomach (C16),221,558
2017,Malignant neoplasm of stomach (C16),213,560
2018,Malignant neoplasm of stomach (C16),198,562
2019,Malignant neoplasm of stomach (C16),220,564
2020 **,Malignant neoplasm of stomach (C16),174,566
2007,Malignant neoplasms of colon rectum and anus (C18-C21),1219,570
2008,Malignant neoplasms of colon rectum and anus (C18-C21),1217,572
2009,Malignant neoplasms of colon rectum and anus (C18-C21),1173,574
2010,Malignant neoplasms of colon rectum and anus (C18-C21),1192,576
2011,Malignant neoplasms of colon rectum and anus (C18-C21),1178,578
2012,Malignant neoplasms of colon rectum and anus (C18-C21),1203,580
2013,Malignant neoplasms of colon rectum and anus (C18-C21),1185,582
2014,Malignant neoplasms of colon rectum and anus (C18-C21),1140,584
2015,Malignant neoplasms of colon rectum and anus (C18-C21),1126,586
2016,Malignant neoplasms of colon rectum and anus (C18-C21),1195,588
2017,Malignant neoplasms of colon rectum and anus (C18-C21),1146,590
2018,Malignant neoplasms of colon rectum and anus (C18-C21),1160,592
2019,Malignant neoplasms of colon rectum and anus (C18-C21),1148,594
2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),1007,596
2007,Malignant neoplasms of liver and intrahepatic bile ducts (C22),402,600
2008,Malignant neoplasms of liver and intrahepatic bile ducts (C22),452,602
2009,Malignant neoplasms of liver and intrahepatic bile ducts (C22),448,604
2010,Malignant neoplasms of liver and intrahepatic bile ducts (C22),483,606
2011,Malignant neoplasms of liver and intrahepatic bile ducts (C22),522,608
2012,Malignant neoplasms of liver and intrahepatic bile ducts (C22),558,610
2013,Malignant neoplasms of liver and intrahepatic bile ducts (C22),557,612
2014,Malignant neoplasms of liver and intrahepatic bile ducts (C22),541,614
2015,Malignant neoplasms of liver and intrahepatic bile ducts (C22),610,616
2016,Malignant neoplasms of liver and intrahepatic bile ducts (C22),618,618
2017,Malignant neoplasms of liver and intrahepatic bile ducts (C22),661,620
2018,Malignant neoplasms of liver and intrahepatic bile ducts (C22),642,622
2019,Malignant neoplasms of liver and intrahepatic bile ducts (C22),691,624
2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),568,626
2007,Malignant neoplasm of pancreas (C25),750,630
2008,Malignant neoplasm of pancreas (C25),755,632
2009,Malignant neoplasm of pancreas (C25),739,634
2010,Malignant neoplasm of pancreas (C25),763,636
2011,Malignant neoplasm of pancreas (C25),789,638
2012,Malignant neoplasm of pancreas (C25),861,640
2013,Malignant neoplasm of pancreas (C25),737,642
2014,Malignant neoplasm of pancreas (C25),878,644
2015,Malignant neoplasm of pancreas (C25),856,646
2016,Malignant neoplasm of pancreas (C25),830,648
2017,Malignant neoplasm of pancreas (C25),965,650
2018,Malignant neoplasm of pancreas (C25),978,652
2019,Malignant neoplasm of pancreas (C25),1043,654
2020 **,Malignant neoplasm of pancreas (C25),871,656
2007,Malignant neoplasm of larynx (C32),144,660
2008,Malignant neoplasm of larynx (C32),138,662
2009,Malignant neoplasm of larynx (C32),155,664
2010,Malignant neoplasm of larynx (C32),148,666
2011,Malignant neoplasm of larynx (C32),138,668
2012,Malignant neoplasm of larynx (C32),143,670
2013,Malignant neoplasm of larynx (C32),123,672
2014,Malignant neoplasm of larynx (C32),156,674
2015,Malignant neoplasm of larynx (C32),136,676
2016,Malignant neoplasm of larynx (C32),141,678
2017,Malignant neoplasm of larynx (C32),135,680
2018,Malignant neoplasm of larynx (C32),133,682
2019,Malignant neoplasm of larynx (C32),141,684
2020 **,Malignant neoplasm of larynx (C32),128,686
2007,Malignant neoplasms of trachea bronchus and lung (C33-C34),4195,690
2008,Malignant neoplasms of trachea bronchus and lung (C33-C34),4131,692
2009,Malignant neoplasms of trachea bronchus and lung (C33-C34),4227,694
2010,Malignant neoplasms of trachea bronchus and lung (C33-C34),4113,696
2011,Malignant neoplasms of trachea bronchus and lung (C33-C34),4090,698
2012,Malignant neoplasms of trachea bronchus and lung (C33-C34),4076,700
2013,Malignant neoplasms of trachea bronchus and lung (C33-C34),3916,702
2014,Malignant neoplasms of trachea bronchus and lung (C33-C34),3975,704
2015,Malignant neoplasms of trachea bronchus and lung (C33-C34),3968,706
2016,Malignant neoplasms of trachea bronchus and lung (C33-C34),3923,708
2017,Malignant neoplasms of trachea bronchus and lung (C33-C34),3772,710
2018,Malignant neoplasms of trachea bronchus and lung (C33-C34),3669,712
2019,Malignant neoplasms of trachea bronchus and lung (C33-C34),3470,714
2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),3042,716
2007,Malignant melanoma of skin (C43),211,720
2008,Malignant melanoma of skin (C43),237,722
2009,Malignant melanoma of skin (C43),285,724
2010,Malignant melanoma of skin (C43),264,726
2011,Malignant melanoma of skin (C43),225,728
2012,Malignant melanoma of skin (C43),242,730
2013,Malignant melanoma of skin (C43),267,732
2014,Malignant melanoma of skin (C43),284,734
2015,Malignant melanoma of skin (C43),223,736
2016,Malignant melanoma of skin (C43),228,738
2017,Malignant melanoma of skin (C43),253,740
2018,Malignant melanoma of skin (C43),243,742
2019,Malignant melanoma of skin (C43),218,744
2020 **,Malignant melanoma of skin (C43),243,746
2007,Malignant neoplasm of breast (C50),13,750
2008,Malignant neoplasm of breast (C50),14,752
2009,Malignant neoplasm of breast (C50),26,754
2010,Malignant neoplasm of breast (C50),20,756
2011,Malignant neoplasm of breast (C50),24,758
2012,Malignant neoplasm of breast (C50),16,760
2013,Malignant neoplasm of breast (C50),16,762
2014,Malignant neoplasm of breast (C50),17,764
2015,Malignant neoplasm of breast (C50),14,766
2016,Malignant neoplasm of breast (C50),18,768
2017,Malignant neoplasm of breast (C50),22,770
2018,Malignant neoplasm of breast (C50),24,772
2019,Malignant neoplasm of breast (C50),17,774
2020 **,Malignant neoplasm of breast (C50),21,776
2007,Malignant neoplasm of cervix uteri (C53),0,780
2008,Malignant neoplasm of cervix uteri (C53),0,782
2009,Malignant neoplasm of cervix uteri (C53),0,784
2010,Malignant neoplasm of cervix uteri (C53),0,786
2011,Malignant neoplasm of cervix uteri (C53),0,788
2012,Malignant neoplasm of cervix uteri (C53),0,790
2013,Malignant neoplasm of cervix uteri (C53),0,792
2014,Malignant neoplasm of cervix uteri (C53),0,794
2015,Malignant neoplasm of cervix uteri (C53),0,796
2016,Malignant neoplasm of cervix uteri (C53),0,798
2017,Malignant neoplasm of cervix uteri (C53),0,800
2018,Malignant neoplasm of cervix uteri (C53),0,802
2019,Malignant neoplasm of cervix uteri (C53),0,804
2020 **,Malignant neoplasm of cervix uteri (C53),0,806
2007,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,810
2008,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,812
2009,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),1,814
2010,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,816
2011,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,818
2012,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,820
2013,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,822
2014,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,824
2015,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,826
2016,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,828
2017,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,830
2018,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,832
2019,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,834
2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,836
2007,Malignant neoplasm of ovary (C56),0,840
2008,Malignant neoplasm of ovary (C56),0,842
2009,Malignant neoplasm of ovary (C56),0,844
2010,Malignant neoplasm of ovary (C56),0,846
2011,Malignant neoplasm of ovary (C56),0,848
2012,Malignant neoplasm of ovary (C56),0,850
2013,Malignant neoplasm of ovary (C56),0,852
2014,Malignant neoplasm of ovary (C56),0,854
2015,Malignant neoplasm of ovary (C56),0,856
2016,Malignant neoplasm of ovary (C56),0,858
2017,Malignant neoplasm of ovary (C56),0,860
2018,Malignant neoplasm of ovary (C56),0,862
2019,Malignant neoplasm of ovary (C56),0,864
2020 **,Malignant neoplasm of ovary (C56),0,866
2007,Malignant neoplasm of prostate (C61),1232,870
2008,Malignant neoplasm of prostate (C61),1198,872
2009,Malignant neoplasm of prostate (C61),1199,874
2010,Malignant neoplasm of prostate (C61),1133,876
2011,Malignant neoplasm of prostate (C61),1174,878
2012,Malignant neoplasm of prostate (C61),1067,880
2013,Malignant neoplasm of prostate (C61),1044,882
2014,Malignant neoplasm of prostate (C61),1072,884
2015,Malignant neoplasm of prostate (C61),1106,886
2016,Malignant neoplasm of prostate (C61),1184,888
2017,Malignant neoplasm of prostate (C61),1211,890
2018,Malignant neoplasm of prostate (C61),1244,892
2019,Malignant neoplasm of prostate (C61),1214,894
2020 **,Malignant neoplasm of prostate (C61),1083,896
2007,Malignant neoplasms of kidney and renal pelvis (C64-C65),357,900
2008,Malignant neoplasms of kidney and renal pelvis (C64-C65),374,902
2009,Malignant neoplasms of kidney and renal pelvis (C64-C65),370,904
2010,Malignant neoplasms of kidney and renal pelvis (C64-C65),328,906
2011,Malignant neoplasms of kidney and renal pelvis (C64-C65),353,908
2012,Malignant neoplasms of kidney and renal pelvis (C64-C65),316,910
2013,Malignant neoplasms of kidney and renal pelvis (C64-C65),398,912
2014,Malignant neoplasms of kidney and renal pelvis (C64-C65),357,914
2015,Malignant neoplasms of kidney and renal pelvis (C64-C65),371,916
2016,Malignant neoplasms of kidney and renal pelvis (C64-C65),353,918
2017,Malignant neoplasms of kidney and renal pelvis (C64-C65),362,920
2018,Malignant neoplasms of kidney and renal pelvis (C64-C65),373,922
2019,Malignant neoplasms of kidney and renal pelvis (C64-C65),346,924
2020 **,Malignant neoplasms of kidney and renal pelvis (C64-C65),354,926
2007,Malignant neoplasm of bladder (C67),448,930
2008,Malignant neoplasm of bladder (C67),466,932
2009,Malignant neoplasm of bladder (C67),475,934
2010,Malignant neoplasm of bladder (C67),514,936
2011,Malignant neoplasm of bladder (C67),459,938
2012,Malignant neoplasm of bladder (C67),475,940
2013,Malignant neoplasm of bladder (C67),558,942
2014,Malignant neoplasm of bladder (C67),522,944
2015,Malignant neoplasm of bladder (C67),533,946
2016,Malignant neoplasm of bladder (C67),527,948
2017,Malignant neoplasm of bladder (C67),490,950
2018,Malignant neoplasm of bladder (C67),570,952
2019,Malignant neoplasm of bladder (C67),517,954
2020 **,Malignant neoplasm of bladder (C67),498,956
2007,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),290,960
2008,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),325,962
2009,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),308,964
2010,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),336,966
2011,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),287,968
2012,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),362,970
2013,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),355,972
2014,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),363,974
2015,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),366,976
2016,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),380,978
2017,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),370,980
2018,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),381,982
2019,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),379,984
2020 **,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),357,986
2007,Hodgkin's disease (C81),40,990
2008,Hodgkin's disease (C81),30,992
2009,Hodgkin's disease (C81),18,994
2010,Hodgkin's disease (C81),31,996
2011,Hodgkin's disease (C81),29,998
2012,Hodgkin's disease (C81),25,1000
2013,Hodgkin's disease (C81),25,1002
2014,Hodgkin's disease (C81),32,1004
2015,Hodgkin's disease (C81),21,1006
2016,Hodgkin's disease (C81),22,1008
2017,Hodgkin's disease (C81),32,1010
2018,Hodgkin's disease (C81),20,1012
2019,Hodgkin's disease (C81),11,1014
2020 **,Hodgkin's disease (C81),26,1016
2007,Non-Hodgkin's lymphoma (C82-C85),489,1020
2008,Non-Hodgkin's lymphoma (C82-C85),503,1022
2009,Non-Hodgkin's lymphoma (C82-C85),506,1024
2010,Non-Hodgkin's lymphoma (C82-C85),475,1026
2011,Non-Hodgkin's lymphoma (C82-C85),545,1028
2012,Non-Hodgkin's lymphoma (C82-C85),476,1030
2013,Non-Hodgkin's lymphoma (C82-C85),420,1032
2014,Non-Hodgkin's lymphoma (C82-C85),532,1034
2015,Non-Hodgkin's lymphoma (C82-C85),484,1036
2016,Non-Hodgkin's lymphoma (C82-C85),480,1038
2017,Non-Hodgkin's lymphoma (C82-C85),479,1040
2018,Non-Hodgkin's lymphoma (C82-C85),474,1042
2019,Non-Hodgkin's lymphoma (C82-C85),469,1044
2020 **,Non-Hodgkin's lymphoma (C82-C85),434,1046
2007,Leukemia (C91-C95),546,1050
2008,Leukemia (C91-C95),504,1052
2009,Leukemia (C91-C95),583,1054
2010,Leukemia (C91-C95),525,1056
2011,Leukemia (C91-C95),547,1058
