DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,SORT
2009,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,454
2010,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,456
2011,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),1,458
2012,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,460
2013,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),1,462
2014,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),4,464
2015,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),1,466
2016,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),1,468
2017,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),2,470
2018,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),1,472
2019,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),2,474
2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),1,476
2007,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,480
2008,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,482
2009,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,484
2010,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,486
2011,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,488
2012,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,490
2013,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),2,492
2014,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),2,494
2015,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,496
2016,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,498
2017,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,500
2018,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,502
2019,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,504
2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,506
2007,Malignant neoplasm of esophagus (C15),0,510
2008,Malignant neoplasm of esophagus (C15),0,512
2009,Malignant neoplasm of esophagus (C15),0,514
2010,Malignant neoplasm of esophagus (C15),0,516
2011,Malignant neoplasm of esophagus (C15),4,518
2012,Malignant neoplasm of esophagus (C15),5,520
2013,Malignant neoplasm of esophagus (C15),1,522
2014,Malignant neoplasm of esophagus (C15),4,524
2015,Malignant neoplasm of esophagus (C15),2,526
2016,Malignant neoplasm of esophagus (C15),2,528
2017,Malignant neoplasm of esophagus (C15),1,530
2018,Malignant neoplasm of esophagus (C15),2,532
2019,Malignant neoplasm of esophagus (C15),3,534
2020 **,Malignant neoplasm of esophagus (C15),1,536
2007,Malignant neoplasm of stomach (C16),0,540
2008,Malignant neoplasm of stomach (C16),0,542
2009,Malignant neoplasm of stomach (C16),0,544
2010,Malignant neoplasm of stomach (C16),0,546
2011,Malignant neoplasm of stomach (C16),5,548
2012,Malignant neoplasm of stomach (C16),2,550
2013,Malignant neoplasm of stomach (C16),4,552
2014,Malignant neoplasm of stomach (C16),2,554
2015,Malignant neoplasm of stomach (C16),3,556
2016,Malignant neoplasm of stomach (C16),6,558
2017,Malignant neoplasm of stomach (C16),4,560
2018,Malignant neoplasm of stomach (C16),1,562
2019,Malignant neoplasm of stomach (C16),1,564
2020 **,Malignant neoplasm of stomach (C16),1,566
2007,Malignant neoplasms of colon rectum and anus (C18-C21),0,570
2008,Malignant neoplasms of colon rectum and anus (C18-C21),0,572
2009,Malignant neoplasms of colon rectum and anus (C18-C21),0,574
2010,Malignant neoplasms of colon rectum and anus (C18-C21),0,576
2011,Malignant neoplasms of colon rectum and anus (C18-C21),8,578
2012,Malignant neoplasms of colon rectum and anus (C18-C21),9,580
2013,Malignant neoplasms of colon rectum and anus (C18-C21),9,582
2014,Malignant neoplasms of colon rectum and anus (C18-C21),6,584
2015,Malignant neoplasms of colon rectum and anus (C18-C21),6,586
2016,Malignant neoplasms of colon rectum and anus (C18-C21),1,588
2017,Malignant neoplasms of colon rectum and anus (C18-C21),4,590
2018,Malignant neoplasms of colon rectum and anus (C18-C21),7,592
2019,Malignant neoplasms of colon rectum and anus (C18-C21),6,594
2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),4,596
2007,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,600
2008,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,602
2009,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,604
2010,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,606
2011,Malignant neoplasms of liver and intrahepatic bile ducts (C22),9,608
2012,Malignant neoplasms of liver and intrahepatic bile ducts (C22),7,610
2013,Malignant neoplasms of liver and intrahepatic bile ducts (C22),10,612
2014,Malignant neoplasms of liver and intrahepatic bile ducts (C22),6,614
2015,Malignant neoplasms of liver and intrahepatic bile ducts (C22),12,616
2016,Malignant neoplasms of liver and intrahepatic bile ducts (C22),4,618
2017,Malignant neoplasms of liver and intrahepatic bile ducts (C22),6,620
2018,Malignant neoplasms of liver and intrahepatic bile ducts (C22),4,622
2019,Malignant neoplasms of liver and intrahepatic bile ducts (C22),5,624
2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),6,626
2007,Malignant neoplasm of pancreas (C25),0,630
2008,Malignant neoplasm of pancreas (C25),0,632
2009,Malignant neoplasm of pancreas (C25),0,634
2010,Malignant neoplasm of pancreas (C25),0,636
2011,Malignant neoplasm of pancreas (C25),7,638
2012,Malignant neoplasm of pancreas (C25),10,640
2013,Malignant neoplasm of pancreas (C25),12,642
2014,Malignant neoplasm of pancreas (C25),5,644
2015,Malignant neoplasm of pancreas (C25),3,646
2016,Malignant neoplasm of pancreas (C25),4,648
2017,Malignant neoplasm of pancreas (C25),7,650
2018,Malignant neoplasm of pancreas (C25),5,652
2019,Malignant neoplasm of pancreas (C25),9,654
2020 **,Malignant neoplasm of pancreas (C25),8,656
2007,Malignant neoplasm of larynx (C32),0,660
2008,Malignant neoplasm of larynx (C32),0,662
2009,Malignant neoplasm of larynx (C32),0,664
2010,Malignant neoplasm of larynx (C32),0,666
2011,Malignant neoplasm of larynx (C32),3,668
2012,Malignant neoplasm of larynx (C32),1,670
2013,Malignant neoplasm of larynx (C32),0,672
2014,Malignant neoplasm of larynx (C32),1,674
2015,Malignant neoplasm of larynx (C32),0,676
2016,Malignant neoplasm of larynx (C32),2,678
2017,Malignant neoplasm of larynx (C32),1,680
2018,Malignant neoplasm of larynx (C32),0,682
2019,Malignant neoplasm of larynx (C32),1,684
2020 **,Malignant neoplasm of larynx (C32),0,686
2007,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,690
2008,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,692
2009,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,694
2010,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,696
2011,Malignant neoplasms of trachea bronchus and lung (C33-C34),49,698
2012,Malignant neoplasms of trachea bronchus and lung (C33-C34),30,700
2013,Malignant neoplasms of trachea bronchus and lung (C33-C34),31,702
2014,Malignant neoplasms of trachea bronchus and lung (C33-C34),14,704
2015,Malignant neoplasms of trachea bronchus and lung (C33-C34),17,706
2016,Malignant neoplasms of trachea bronchus and lung (C33-C34),12,708
2017,Malignant neoplasms of trachea bronchus and lung (C33-C34),12,710
2018,Malignant neoplasms of trachea bronchus and lung (C33-C34),11,712
2019,Malignant neoplasms of trachea bronchus and lung (C33-C34),5,714
2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),13,716
2007,Malignant melanoma of skin (C43),0,720
2008,Malignant melanoma of skin (C43),0,722
2009,Malignant melanoma of skin (C43),0,724
2010,Malignant melanoma of skin (C43),0,726
2011,Malignant melanoma of skin (C43),0,728
2012,Malignant melanoma of skin (C43),2,730
2013,Malignant melanoma of skin (C43),1,732
2014,Malignant melanoma of skin (C43),1,734
2015,Malignant melanoma of skin (C43),0,736
2016,Malignant melanoma of skin (C43),0,738
2017,Malignant melanoma of skin (C43),0,740
2018,Malignant melanoma of skin (C43),1,742
2019,Malignant melanoma of skin (C43),0,744
2020 **,Malignant melanoma of skin (C43),0,746
2007,Malignant neoplasm of breast (C50),0,750
2008,Malignant neoplasm of breast (C50),0,752
2009,Malignant neoplasm of breast (C50),0,754
2010,Malignant neoplasm of breast (C50),0,756
2011,Malignant neoplasm of breast (C50),9,758
2012,Malignant neoplasm of breast (C50),7,760
2013,Malignant neoplasm of breast (C50),5,762
2014,Malignant neoplasm of breast (C50),6,764
2015,Malignant neoplasm of breast (C50),7,766
2016,Malignant neoplasm of breast (C50),9,768
2017,Malignant neoplasm of breast (C50),9,770
2018,Malignant neoplasm of breast (C50),4,772
2019,Malignant neoplasm of breast (C50),5,774
2020 **,Malignant neoplasm of breast (C50),2,776
2007,Malignant neoplasm of cervix uteri (C53),0,780
2008,Malignant neoplasm of cervix uteri (C53),0,782
2009,Malignant neoplasm of cervix uteri (C53),0,784
2010,Malignant neoplasm of cervix uteri (C53),0,786
2011,Malignant neoplasm of cervix uteri (C53),1,788
2012,Malignant neoplasm of cervix uteri (C53),0,790
2013,Malignant neoplasm of cervix uteri (C53),2,792
2014,Malignant neoplasm of cervix uteri (C53),0,794
2015,Malignant neoplasm of cervix uteri (C53),1,796
2016,Malignant neoplasm of cervix uteri (C53),0,798
2017,Malignant neoplasm of cervix uteri (C53),1,800
2018,Malignant neoplasm of cervix uteri (C53),2,802
2019,Malignant neoplasm of cervix uteri (C53),0,804
2020 **,Malignant neoplasm of cervix uteri (C53),2,806
2007,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,810
2008,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,812
2009,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,814
2010,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,816
2011,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),1,818
2012,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,820
2013,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,822
2014,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,824
2015,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),1,826
2016,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),1,828
2017,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),1,830
2018,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,832
2019,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),1,834
2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,836
2007,Malignant neoplasm of ovary (C56),0,840
2008,Malignant neoplasm of ovary (C56),0,842
2009,Malignant neoplasm of ovary (C56),0,844
2010,Malignant neoplasm of ovary (C56),0,846
2011,Malignant neoplasm of ovary (C56),7,848
2012,Malignant neoplasm of ovary (C56),2,850
2013,Malignant neoplasm of ovary (C56),3,852
2014,Malignant neoplasm of ovary (C56),0,854
2015,Malignant neoplasm of ovary (C56),0,856
2016,Malignant neoplasm of ovary (C56),0,858
2017,Malignant neoplasm of ovary (C56),0,860
2018,Malignant neoplasm of ovary (C56),1,862
2019,Malignant neoplasm of ovary (C56),0,864
2020 **,Malignant neoplasm of ovary (C56),0,866
2007,Malignant neoplasm of prostate (C61),0,870
2008,Malignant neoplasm of prostate (C61),0,872
2009,Malignant neoplasm of prostate (C61),0,874
2010,Malignant neoplasm of prostate (C61),0,876
2011,Malignant neoplasm of prostate (C61),7,878
2012,Malignant neoplasm of prostate (C61),3,880
2013,Malignant neoplasm of prostate (C61),2,882
2014,Malignant neoplasm of prostate (C61),2,884
2015,Malignant neoplasm of prostate (C61),5,886
2016,Malignant neoplasm of prostate (C61),3,888
2017,Malignant neoplasm of prostate (C61),1,890
2018,Malignant neoplasm of prostate (C61),3,892
2019,Malignant neoplasm of prostate (C61),2,894
2020 **,Malignant neoplasm of prostate (C61),3,896
2007,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,900
2008,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,902
2009,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,904
2010,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,906
2011,Malignant neoplasms of kidney and renal pelvis (C64-C65),2,908
2012,Malignant neoplasms of kidney and renal pelvis (C64-C65),2,910
2013,Malignant neoplasms of kidney and renal pelvis (C64-C65),2,912
2014,Malignant neoplasms of kidney and renal pelvis (C64-C65),2,914
2015,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,916
2016,Malignant neoplasms of kidney and renal pelvis (C64-C65),1,918
2017,Malignant neoplasms of kidney and renal pelvis (C64-C65),1,920
2018,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,922
2019,Malignant neoplasms of kidney and renal pelvis (C64-C65),1,924
2020 **,Malignant neoplasms of kidney and renal pelvis (C64-C65),1,926
2007,Malignant neoplasm of bladder (C67),0,930
2008,Malignant neoplasm of bladder (C67),0,932
2009,Malignant neoplasm of bladder (C67),0,934
2010,Malignant neoplasm of bladder (C67),0,936
2011,Malignant neoplasm of bladder (C67),3,938
2012,Malignant neoplasm of bladder (C67),2,940
2013,Malignant neoplasm of bladder (C67),5,942
2014,Malignant neoplasm of bladder (C67),0,944
2015,Malignant neoplasm of bladder (C67),2,946
2016,Malignant neoplasm of bladder (C67),2,948
2017,Malignant neoplasm of bladder (C67),2,950
2018,Malignant neoplasm of bladder (C67),2,952
2019,Malignant neoplasm of bladder (C67),0,954
2020 **,Malignant neoplasm of bladder (C67),1,956
2007,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,960
2008,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,962
2009,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,964
2010,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,966
2011,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),2,968
2012,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),2,970
2013,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),1,972
2014,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),3,974
2015,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),5,976
2016,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,978
2017,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),3,980
2018,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),1,982
2019,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),3,984
2020 **,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),2,986
2007,Hodgkin's disease (C81),0,990
2008,Hodgkin's disease (C81),0,992
2009,Hodgkin's disease (C81),0,994
2010,Hodgkin's disease (C81),0,996
2011,Hodgkin's disease (C81),1,998
2012,Hodgkin's disease (C81),0,1000
2013,Hodgkin's disease (C81),1,1002
2014,Hodgkin's disease (C81),1,1004
2015,Hodgkin's disease (C81),0,1006
2016,Hodgkin's disease (C81),0,1008
2017,Hodgkin's disease (C81),0,1010
2018,Hodgkin's disease (C81),0,1012
2019,Hodgkin's disease (C81),1,1014
2020 **,Hodgkin's disease (C81),0,1016
2007,Non-Hodgkin's lymphoma (C82-C85),0,1020
2008,Non-Hodgkin's lymphoma (C82-C85),0,1022
2009,Non-Hodgkin's lymphoma (C82-C85),0,1024
2010,Non-Hodgkin's lymphoma (C82-C85),0,1026
2011,Non-Hodgkin's lymphoma (C82-C85),10,1028
2012,Non-Hodgkin's lymphoma (C82-C85),6,1030
2013,Non-Hodgkin's lymphoma (C82-C85),3,1032
2014,Non-Hodgkin's lymphoma (C82-C85),3,1034
2015,Non-Hodgkin's lymphoma (C82-C85),1,1036
2016,Non-Hodgkin's lymphoma (C82-C85),2,1038
2017,Non-Hodgkin's lymphoma (C82-C85),4,1040
2018,Non-Hodgkin's lymphoma (C82-C85),3,1042
2019,Non-Hodgkin's lymphoma (C82-C85),4,1044
2020 **,Non-Hodgkin's lymphoma (C82-C85),2,1046
2007,Leukemia (C91-C95),0,1050
2008,Leukemia (C91-C95),0,1052
2009,Leukemia (C91-C95),0,1054
2010,Leukemia (C91-C95),0,1056
2011,Leukemia (C91-C95),6,1058
2012,Leukemia (C91-C95),13,1060
2013,Leukemia (C91-C95),5,1062
