DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,SORT
2011,Whooping cough (A37),0,158
2012,Whooping cough (A37),1,160
2013,Whooping cough (A37),0,162
2014,Whooping cough (A37),1,164
2015,Whooping cough (A37),0,166
2016,Whooping cough (A37),0,168
2017,Whooping cough (A37),0,170
2018,Whooping cough (A37),0,172
2019,Whooping cough (A37),0,174
2020 **,Whooping cough (A37),1,176
2007,Scarlet fever and erysipelas (A38A46),0,180
2008,Scarlet fever and erysipelas (A38A46),0,182
2009,Scarlet fever and erysipelas (A38A46),0,184
2010,Scarlet fever and erysipelas (A38A46),1,186
2011,Scarlet fever and erysipelas (A38A46),0,188
2012,Scarlet fever and erysipelas (A38A46),0,190
2013,Scarlet fever and erysipelas (A38A46),0,192
2014,Scarlet fever and erysipelas (A38A46),0,194
2015,Scarlet fever and erysipelas (A38A46),0,196
2016,Scarlet fever and erysipelas (A38A46),0,198
2017,Scarlet fever and erysipelas (A38A46),0,200
2018,Scarlet fever and erysipelas (A38A46),0,202
2019,Scarlet fever and erysipelas (A38A46),0,204
2020 **,Scarlet fever and erysipelas (A38A46),0,206
2007,Meningococcal infection (A39),1,210
2008,Meningococcal infection (A39),3,212
2009,Meningococcal infection (A39),2,214
2010,Meningococcal infection (A39),2,216
2011,Meningococcal infection (A39),1,218
2012,Meningococcal infection (A39),3,220
2013,Meningococcal infection (A39),0,222
2014,Meningococcal infection (A39),0,224
2015,Meningococcal infection (A39),1,226
2016,Meningococcal infection (A39),0,228
2017,Meningococcal infection (A39),1,230
2018,Meningococcal infection (A39),0,232
2019,Meningococcal infection (A39),1,234
2020 **,Meningococcal infection (A39),1,236
2007,Septicemia (A40-A41),1012,240
2008,Septicemia (A40-A41),1192,242
2009,Septicemia (A40-A41),1260,244
2010,Septicemia (A40-A41),1234,246
2011,Septicemia (A40-A41),1318,248
2012,Septicemia (A40-A41),1316,250
2013,Septicemia (A40-A41),1466,252
2014,Septicemia (A40-A41),1467,254
2015,Septicemia (A40-A41),1651,256
2016,Septicemia (A40-A41),1653,258
2017,Septicemia (A40-A41),1759,260
2018,Septicemia (A40-A41),1762,262
2019,Septicemia (A40-A41),1613,264
2020 **,Septicemia (A40-A41),1530,266
2007,Syphilis ((A50-A53),0,270
2008,Syphilis ((A50-A53),0,272
2009,Syphilis ((A50-A53),0,274
2010,Syphilis ((A50-A53),1,276
2011,Syphilis ((A50-A53),0,278
2012,Syphilis ((A50-A53),0,280
2013,Syphilis ((A50-A53),1,282
2014,Syphilis ((A50-A53),0,284
2015,Syphilis ((A50-A53),0,286
2016,Syphilis ((A50-A53),2,288
2017,Syphilis ((A50-A53),0,290
2018,Syphilis ((A50-A53),1,292
2019,Syphilis ((A50-A53),0,294
2020 **,Syphilis ((A50-A53),1,296
2007,Acute poliomyelitis (A80),0,300
2008,Acute poliomyelitis (A80),0,302
2009,Acute poliomyelitis (A80),1,304
2010,Acute poliomyelitis (A80),0,306
2011,Acute poliomyelitis (A80),0,308
2012,Acute poliomyelitis (A80),0,310
2013,Acute poliomyelitis (A80),0,312
2014,Acute poliomyelitis (A80),0,314
2015,Acute poliomyelitis (A80),0,316
2016,Acute poliomyelitis (A80),0,318
2017,Acute poliomyelitis (A80),0,320
2018,Acute poliomyelitis (A80),0,322
2019,Acute poliomyelitis (A80),0,324
2020 **,Acute poliomyelitis (A80),0,326
2007,Arthropod-borne viral encephalitis (A83-A84A85.2),0,330
2008,Arthropod-borne viral encephalitis (A83-A84A85.2),0,332
2009,Arthropod-borne viral encephalitis (A83-A84A85.2),0,334
2010,Arthropod-borne viral encephalitis (A83-A84A85.2),1,336
2011,Arthropod-borne viral encephalitis (A83-A84A85.2),0,338
2012,Arthropod-borne viral encephalitis (A83-A84A85.2),0,340
2013,Arthropod-borne viral encephalitis (A83-A84A85.2),0,342
2014,Arthropod-borne viral encephalitis (A83-A84A85.2),0,344
2015,Arthropod-borne viral encephalitis (A83-A84A85.2),0,346
2016,Arthropod-borne viral encephalitis (A83-A84A85.2),0,348
2017,Arthropod-borne viral encephalitis (A83-A84A85.2),0,350
2018,Arthropod-borne viral encephalitis (A83-A84A85.2),0,352
2019,Arthropod-borne viral encephalitis (A83-A84A85.2),0,354
2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,356
2007,Viral hepatitis (B15-B19),184,360
2008,Viral hepatitis (B15-B19),170,362
2009,Viral hepatitis (B15-B19),168,364
2010,Viral hepatitis (B15-B19),140,366
2011,Viral hepatitis (B15-B19),174,368
2012,Viral hepatitis (B15-B19),156,370
2013,Viral hepatitis (B15-B19),155,372
2014,Viral hepatitis (B15-B19),169,374
2015,Viral hepatitis (B15-B19),138,376
2016,Viral hepatitis (B15-B19),123,378
2017,Viral hepatitis (B15-B19),117,380
2018,Viral hepatitis (B15-B19),109,382
2019,Viral hepatitis (B15-B19),89,384
2020 **,Viral hepatitis (B15-B19),75,386
2007,Human immunodeficiency virus (HIV) disease (B20-B24),111,390
2008,Human immunodeficiency virus (HIV) disease (B20-B24),92,392
2009,Human immunodeficiency virus (HIV) disease (B20-B24),88,394
2010,Human immunodeficiency virus (HIV) disease (B20-B24),80,396
2011,Human immunodeficiency virus (HIV) disease (B20-B24),77,398
2012,Human immunodeficiency virus (HIV) disease (B20-B24),88,400
2013,Human immunodeficiency virus (HIV) disease (B20-B24),74,402
2014,Human immunodeficiency virus (HIV) disease (B20-B24),73,404
2015,Human immunodeficiency virus (HIV) disease (B20-B24),55,406
2016,Human immunodeficiency virus (HIV) disease (B20-B24),75,408
2017,Human immunodeficiency virus (HIV) disease (B20-B24),61,410
2018,Human immunodeficiency virus (HIV) disease (B20-B24),62,412
2019,Human immunodeficiency virus (HIV) disease (B20-B24),44,414
2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),49,416
2007,Malaria (B50-B54),0,420
2008,Malaria (B50-B54),0,422
2009,Malaria (B50-B54),0,424
2010,Malaria (B50-B54),0,426
2011,Malaria (B50-B54),0,428
2012,Malaria (B50-B54),0,430
2013,Malaria (B50-B54),0,432
2014,Malaria (B50-B54),0,434
2015,Malaria (B50-B54),0,436
2016,Malaria (B50-B54),0,438
2017,Malaria (B50-B54),0,440
2018,Malaria (B50-B54),0,442
2019,Malaria (B50-B54),0,444
2020 **,Malaria (B50-B54),0,446
2007,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),231,450
2008,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),234,452
2009,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),223,454
2010,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),204,456
2011,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),214,458
2012,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),226,460
2013,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),232,462
2014,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),190,464
2015,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),204,466
2016,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),213,468
2017,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),232,470
2018,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),244,472
2019,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),299,474
2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),303,476
2007,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),307,480
2008,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),291,482
2009,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),309,484
2010,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),307,486
2011,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),302,488
2012,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),319,490
2013,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),305,492
2014,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),348,494
2015,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),390,496
2016,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),387,498
2017,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),380,500
2018,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),356,502
2019,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),408,504
2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),396,506
2007,Malignant neoplasm of esophagus (C15),605,510
2008,Malignant neoplasm of esophagus (C15),617,512
2009,Malignant neoplasm of esophagus (C15),593,514
2010,Malignant neoplasm of esophagus (C15),660,516
2011,Malignant neoplasm of esophagus (C15),580,518
2012,Malignant neoplasm of esophagus (C15),663,520
2013,Malignant neoplasm of esophagus (C15),650,522
2014,Malignant neoplasm of esophagus (C15),664,524
2015,Malignant neoplasm of esophagus (C15),695,526
2016,Malignant neoplasm of esophagus (C15),712,528
2017,Malignant neoplasm of esophagus (C15),667,530
2018,Malignant neoplasm of esophagus (C15),700,532
2019,Malignant neoplasm of esophagus (C15),772,534
2020 **,Malignant neoplasm of esophagus (C15),564,536
2007,Malignant neoplasm of stomach (C16),351,540
2008,Malignant neoplasm of stomach (C16),312,542
2009,Malignant neoplasm of stomach (C16),349,544
2010,Malignant neoplasm of stomach (C16),315,546
2011,Malignant neoplasm of stomach (C16),288,548
2012,Malignant neoplasm of stomach (C16),275,550
2013,Malignant neoplasm of stomach (C16),295,552
2014,Malignant neoplasm of stomach (C16),327,554
2015,Malignant neoplasm of stomach (C16),307,556
2016,Malignant neoplasm of stomach (C16),271,558
2017,Malignant neoplasm of stomach (C16),291,560
2018,Malignant neoplasm of stomach (C16),259,562
2019,Malignant neoplasm of stomach (C16),265,564
2020 **,Malignant neoplasm of stomach (C16),241,566
2007,Malignant neoplasms of colon rectum and anus (C18-C21),2156,570
2008,Malignant neoplasms of colon rectum and anus (C18-C21),2113,572
2009,Malignant neoplasms of colon rectum and anus (C18-C21),2021,574
2010,Malignant neoplasms of colon rectum and anus (C18-C21),2044,576
2011,Malignant neoplasms of colon rectum and anus (C18-C21),2006,578
2012,Malignant neoplasms of colon rectum and anus (C18-C21),1998,580
2013,Malignant neoplasms of colon rectum and anus (C18-C21),1998,582
2014,Malignant neoplasms of colon rectum and anus (C18-C21),2019,584
2015,Malignant neoplasms of colon rectum and anus (C18-C21),1929,586
2016,Malignant neoplasms of colon rectum and anus (C18-C21),2007,588
2017,Malignant neoplasms of colon rectum and anus (C18-C21),1932,590
2018,Malignant neoplasms of colon rectum and anus (C18-C21),1935,592
2019,Malignant neoplasms of colon rectum and anus (C18-C21),1878,594
2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),1692,596
2007,Malignant neoplasms of liver and intrahepatic bile ducts (C22),505,600
2008,Malignant neoplasms of liver and intrahepatic bile ducts (C22),528,602
2009,Malignant neoplasms of liver and intrahepatic bile ducts (C22),565,604
2010,Malignant neoplasms of liver and intrahepatic bile ducts (C22),591,606
2011,Malignant neoplasms of liver and intrahepatic bile ducts (C22),618,608
2012,Malignant neoplasms of liver and intrahepatic bile ducts (C22),698,610
2013,Malignant neoplasms of liver and intrahepatic bile ducts (C22),690,612
2014,Malignant neoplasms of liver and intrahepatic bile ducts (C22),686,614
2015,Malignant neoplasms of liver and intrahepatic bile ducts (C22),726,616
2016,Malignant neoplasms of liver and intrahepatic bile ducts (C22),756,618
2017,Malignant neoplasms of liver and intrahepatic bile ducts (C22),821,620
2018,Malignant neoplasms of liver and intrahepatic bile ducts (C22),790,622
2019,Malignant neoplasms of liver and intrahepatic bile ducts (C22),821,624
2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),721,626
2007,Malignant neoplasm of pancreas (C25),1308,630
2008,Malignant neoplasm of pancreas (C25),1332,632
2009,Malignant neoplasm of pancreas (C25),1326,634
2010,Malignant neoplasm of pancreas (C25),1346,636
2011,Malignant neoplasm of pancreas (C25),1358,638
2012,Malignant neoplasm of pancreas (C25),1472,640
2013,Malignant neoplasm of pancreas (C25),1331,642
2014,Malignant neoplasm of pancreas (C25),1489,644
2015,Malignant neoplasm of pancreas (C25),1539,646
2016,Malignant neoplasm of pancreas (C25),1472,648
2017,Malignant neoplasm of pancreas (C25),1613,650
2018,Malignant neoplasm of pancreas (C25),1692,652
2019,Malignant neoplasm of pancreas (C25),1752,654
2020 **,Malignant neoplasm of pancreas (C25),1446,656
2007,Malignant neoplasm of larynx (C32),169,660
2008,Malignant neoplasm of larynx (C32),141,662
2009,Malignant neoplasm of larynx (C32),161,664
2010,Malignant neoplasm of larynx (C32),162,666
2011,Malignant neoplasm of larynx (C32),154,668
2012,Malignant neoplasm of larynx (C32),160,670
2013,Malignant neoplasm of larynx (C32),138,672
2014,Malignant neoplasm of larynx (C32),175,674
2015,Malignant neoplasm of larynx (C32),157,676
2016,Malignant neoplasm of larynx (C32),159,678
2017,Malignant neoplasm of larynx (C32),154,680
2018,Malignant neoplasm of larynx (C32),147,682
2019,Malignant neoplasm of larynx (C32),154,684
2020 **,Malignant neoplasm of larynx (C32),133,686
2007,Malignant neoplasms of trachea bronchus and lung (C33-C34),6613,690
2008,Malignant neoplasms of trachea bronchus and lung (C33-C34),6527,692
2009,Malignant neoplasms of trachea bronchus and lung (C33-C34),6632,694
2010,Malignant neoplasms of trachea bronchus and lung (C33-C34),6495,696
2011,Malignant neoplasms of trachea bronchus and lung (C33-C34),6568,698
2012,Malignant neoplasms of trachea bronchus and lung (C33-C34),6680,700
2013,Malignant neoplasms of trachea bronchus and lung (C33-C34),6434,702
2014,Malignant neoplasms of trachea bronchus and lung (C33-C34),6348,704
2015,Malignant neoplasms of trachea bronchus and lung (C33-C34),6349,706
2016,Malignant neoplasms of trachea bronchus and lung (C33-C34),6314,708
2017,Malignant neoplasms of trachea bronchus and lung (C33-C34),6015,710
2018,Malignant neoplasms of trachea bronchus and lung (C33-C34),5933,712
2019,Malignant neoplasms of trachea bronchus and lung (C33-C34),5757,714
2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),4981,716
2007,Malignant melanoma of skin (C43),322,720
2008,Malignant melanoma of skin (C43),350,722
2009,Malignant melanoma of skin (C43),405,724
2010,Malignant melanoma of skin (C43),415,726
2011,Malignant melanoma of skin (C43),357,728
2012,Malignant melanoma of skin (C43),394,730
2013,Malignant melanoma of skin (C43),386,732
2014,Malignant melanoma of skin (C43),415,734
2015,Malignant melanoma of skin (C43),351,736
2016,Malignant melanoma of skin (C43),364,738
2017,Malignant melanoma of skin (C43),379,740
2018,Malignant melanoma of skin (C43),353,742
2019,Malignant melanoma of skin (C43),347,744
2020 **,Malignant melanoma of skin (C43),340,746
2007,Malignant neoplasm of breast (C50),1581,750
2008,Malignant neoplasm of breast (C50),1605,752
2009,Malignant neoplasm of breast (C50),1529,754
2010,Malignant neoplasm of breast (C50),1583,756
2011,Malignant neoplasm of breast (C50),1565,758
2012,Malignant neoplasm of breast (C50),1506,760
2013,Malignant neoplasm of breast (C50),1531,762
2014,Malignant neoplasm of breast (C50),1510,764
2015,Malignant neoplasm of breast (C50),1547,766
2016,Malignant neoplasm of breast (C50),1476,768
2017,Malignant neoplasm of breast (C50),1520,770
2018,Malignant neoplasm of breast (C50),1475,772
2019,Malignant neoplasm of breast (C50),1496,774
2020 **,Malignant neoplasm of breast (C50),1264,776
2007,Malignant neoplasm of cervix uteri (C53),150,780
2008,Malignant neoplasm of cervix uteri (C53),150,782
2009,Malignant neoplasm of cervix uteri (C53),153,784
2010,Malignant neoplasm of cervix uteri (C53),138,786
2011,Malignant neoplasm of cervix uteri (C53),133,788
2012,Malignant neoplasm of cervix uteri (C53),132,790
2013,Malignant neoplasm of cervix uteri (C53),145,792
2014,Malignant neoplasm of cervix uteri (C53),141,794
2015,Malignant neoplasm of cervix uteri (C53),131,796
2016,Malignant neoplasm of cervix uteri (C53),115,798
2017,Malignant neoplasm of cervix uteri (C53),151,800
2018,Malignant neoplasm of cervix uteri (C53),115,802
2019,Malignant neoplasm of cervix uteri (C53),138,804
2020 **,Malignant neoplasm of cervix uteri (C53),110,806
2007,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),286,810
2008,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),318,812
2009,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),289,814
2010,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),330,816
2011,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),319,818
2012,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),332,820
2013,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),310,822
2014,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),356,824
2015,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),373,826
2016,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),356,828
2017,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),398,830
2018,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),368,832
2019,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),365,834
2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),357,836
2007,Malignant neoplasm of ovary (C56),536,840
2008,Malignant neoplasm of ovary (C56),530,842
2009,Malignant neoplasm of ovary (C56),594,844
2010,Malignant neoplasm of ovary (C56),572,846
2011,Malignant neoplasm of ovary (C56),503,848
2012,Malignant neoplasm of ovary (C56),544,850
2013,Malignant neoplasm of ovary (C56),531,852
2014,Malignant neoplasm of ovary (C56),537,854
2015,Malignant neoplasm of ovary (C56),490,856
2016,Malignant neoplasm of ovary (C56),567,858
2017,Malignant neoplasm of ovary (C56),496,860
2018,Malignant neoplasm of ovary (C56),422,862
2019,Malignant neoplasm of ovary (C56),459,864
2020 **,Malignant neoplasm of ovary (C56),396,866
2007,Malignant neoplasm of prostate (C61),1032,870
2008,Malignant neoplasm of prostate (C61),1011,872
2009,Malignant neoplasm of prostate (C61),1010,874
2010,Malignant neoplasm of prostate (C61),933,876
2011,Malignant neoplasm of prostate (C61),983,878
2012,Malignant neoplasm of prostate (C61),888,880
2013,Malignant neoplasm of prostate (C61),860,882
2014,Malignant neoplasm of prostate (C61),902,884
2015,Malignant neoplasm of prostate (C61),917,886
2016,Malignant neoplasm of prostate (C61),996,888
2017,Malignant neoplasm of prostate (C61),1005,890
2018,Malignant neoplasm of prostate (C61),1056,892
2019,Malignant neoplasm of prostate (C61),1014,894
2020 **,Malignant neoplasm of prostate (C61),896,896
2007,Malignant neoplasms of kidney and renal pelvis (C64-C65),526,900
2008,Malignant neoplasms of kidney and renal pelvis (C64-C65),551,902
2009,Malignant neoplasms of kidney and renal pelvis (C64-C65),533,904
2010,Malignant neoplasms of kidney and renal pelvis (C64-C65),517,906
2011,Malignant neoplasms of kidney and renal pelvis (C64-C65),536,908
2012,Malignant neoplasms of kidney and renal pelvis (C64-C65),482,910
2013,Malignant neoplasms of kidney and renal pelvis (C64-C65),553,912
2014,Malignant neoplasms of kidney and renal pelvis (C64-C65),481,914
2015,Malignant neoplasms of kidney and renal pelvis (C64-C65),505,916
2016,Malignant neoplasms of kidney and renal pelvis (C64-C65),503,918
2017,Malignant neoplasms of kidney and renal pelvis (C64-C65),545,920
2018,Malignant neoplasms of kidney and renal pelvis (C64-C65),541,922
2019,Malignant neoplasms of kidney and renal pelvis (C64-C65),512,924
2020 **,Malignant neoplasms of kidney and renal pelvis (C64-C65),482,926
2007,Malignant neoplasm of bladder (C67),590,930
2008,Malignant neoplasm of bladder (C67),614,932
2009,Malignant neoplasm of bladder (C67),631,934
2010,Malignant neoplasm of bladder (C67),649,936
2011,Malignant neoplasm of bladder (C67),618,938
2012,Malignant neoplasm of bladder (C67),625,940
2013,Malignant neoplasm of bladder (C67),707,942
2014,Malignant neoplasm of bladder (C67),670,944
2015,Malignant neoplasm of bladder (C67),661,946
2016,Malignant neoplasm of bladder (C67),676,948
2017,Malignant neoplasm of bladder (C67),660,950
2018,Malignant neoplasm of bladder (C67),752,952
2019,Malignant neoplasm of bladder (C67),674,954
2020 **,Malignant neoplasm of bladder (C67),624,956
2007,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),503,960
2008,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),557,962
2009,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),535,964
2010,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),559,966
2011,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),520,968
2012,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),563,970
2013,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),580,972
2014,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),580,974
2015,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),585,976
2016,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),636,978
2017,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),635,980
2018,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),600,982
2019,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),629,984
2020 **,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),565,986
2007,Hodgkin's disease (C81),62,990
2008,Hodgkin's disease (C81),47,992
2009,Hodgkin's disease (C81),41,994
2010,Hodgkin's disease (C81),45,996
2011,Hodgkin's disease (C81),45,998
2012,Hodgkin's disease (C81),41,1000
2013,Hodgkin's disease (C81),36,1002
2014,Hodgkin's disease (C81),48,1004
2015,Hodgkin's disease (C81),40,1006
2016,Hodgkin's disease (C81),30,1008
2017,Hodgkin's disease (C81),40,1010
2018,Hodgkin's disease (C81),33,1012
2019,Hodgkin's disease (C81),25,1014
2020 **,Hodgkin's disease (C81),38,1016
2007,Non-Hodgkin's lymphoma (C82-C85),889,1020
2008,Non-Hodgkin's lymphoma (C82-C85),858,1022
2009,Non-Hodgkin's lymphoma (C82-C85),844,1024
2010,Non-Hodgkin's lymphoma (C82-C85),844,1026
2011,Non-Hodgkin's lymphoma (C82-C85),892,1028
2012,Non-Hodgkin's lymphoma (C82-C85),811,1030
2013,Non-Hodgkin's lymphoma (C82-C85),740,1032
2014,Non-Hodgkin's lymphoma (C82-C85),881,1034
2015,Non-Hodgkin's lymphoma (C82-C85),811,1036
2016,Non-Hodgkin's lymphoma (C82-C85),797,1038
2017,Non-Hodgkin's lymphoma (C82-C85),792,1040
2018,Non-Hodgkin's lymphoma (C82-C85),775,1042
2019,Non-Hodgkin's lymphoma (C82-C85),774,1044
2020 **,Non-Hodgkin's lymphoma (C82-C85),691,1046
2007,Leukemia (C91-C95),892,1050
2008,Leukemia (C91-C95),837,1052
2009,Leukemia (C91-C95),910,1054
