DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,SORT
2011,Whooping cough (A37),0,158
2012,Whooping cough (A37),0,160
2013,Whooping cough (A37),0,162
2014,Whooping cough (A37),0,164
2015,Whooping cough (A37),0,166
2016,Whooping cough (A37),0,168
2017,Whooping cough (A37),0,170
2018,Whooping cough (A37),1,172
2019,Whooping cough (A37),0,174
2020 **,Whooping cough (A37),0,176
2007,Scarlet fever and erysipelas (A38A46),0,180
2008,Scarlet fever and erysipelas (A38A46),0,182
2009,Scarlet fever and erysipelas (A38A46),0,184
2010,Scarlet fever and erysipelas (A38A46),0,186
2011,Scarlet fever and erysipelas (A38A46),0,188
2012,Scarlet fever and erysipelas (A38A46),0,190
2013,Scarlet fever and erysipelas (A38A46),0,192
2014,Scarlet fever and erysipelas (A38A46),0,194
2015,Scarlet fever and erysipelas (A38A46),0,196
2016,Scarlet fever and erysipelas (A38A46),0,198
2017,Scarlet fever and erysipelas (A38A46),0,200
2018,Scarlet fever and erysipelas (A38A46),0,202
2019,Scarlet fever and erysipelas (A38A46),0,204
2020 **,Scarlet fever and erysipelas (A38A46),0,206
2007,Meningococcal infection (A39),1,210
2008,Meningococcal infection (A39),0,212
2009,Meningococcal infection (A39),0,214
2010,Meningococcal infection (A39),0,216
2011,Meningococcal infection (A39),1,218
2012,Meningococcal infection (A39),0,220
2013,Meningococcal infection (A39),0,222
2014,Meningococcal infection (A39),0,224
2015,Meningococcal infection (A39),0,226
2016,Meningococcal infection (A39),0,228
2017,Meningococcal infection (A39),0,230
2018,Meningococcal infection (A39),0,232
2019,Meningococcal infection (A39),0,234
2020 **,Meningococcal infection (A39),0,236
2007,Septicemia (A40-A41),197,240
2008,Septicemia (A40-A41),258,242
2009,Septicemia (A40-A41),237,244
2010,Septicemia (A40-A41),266,246
2011,Septicemia (A40-A41),239,248
2012,Septicemia (A40-A41),277,250
2013,Septicemia (A40-A41),252,252
2014,Septicemia (A40-A41),240,254
2015,Septicemia (A40-A41),280,256
2016,Septicemia (A40-A41),318,258
2017,Septicemia (A40-A41),290,260
2018,Septicemia (A40-A41),296,262
2019,Septicemia (A40-A41),269,264
2020 **,Septicemia (A40-A41),272,266
2007,Syphilis ((A50-A53),1,270
2008,Syphilis ((A50-A53),0,272
2009,Syphilis ((A50-A53),0,274
2010,Syphilis ((A50-A53),1,276
2011,Syphilis ((A50-A53),1,278
2012,Syphilis ((A50-A53),1,280
2013,Syphilis ((A50-A53),0,282
2014,Syphilis ((A50-A53),0,284
2015,Syphilis ((A50-A53),0,286
2016,Syphilis ((A50-A53),0,288
2017,Syphilis ((A50-A53),0,290
2018,Syphilis ((A50-A53),4,292
2019,Syphilis ((A50-A53),0,294
2020 **,Syphilis ((A50-A53),0,296
2007,Acute poliomyelitis (A80),0,300
2008,Acute poliomyelitis (A80),0,302
2009,Acute poliomyelitis (A80),0,304
2010,Acute poliomyelitis (A80),0,306
2011,Acute poliomyelitis (A80),0,308
2012,Acute poliomyelitis (A80),0,310
2013,Acute poliomyelitis (A80),0,312
2014,Acute poliomyelitis (A80),0,314
2015,Acute poliomyelitis (A80),0,316
2016,Acute poliomyelitis (A80),0,318
2017,Acute poliomyelitis (A80),0,320
2018,Acute poliomyelitis (A80),0,322
2019,Acute poliomyelitis (A80),0,324
2020 **,Acute poliomyelitis (A80),0,326
2007,Arthropod-borne viral encephalitis (A83-A84A85.2),0,330
2008,Arthropod-borne viral encephalitis (A83-A84A85.2),0,332
2009,Arthropod-borne viral encephalitis (A83-A84A85.2),0,334
2010,Arthropod-borne viral encephalitis (A83-A84A85.2),0,336
2011,Arthropod-borne viral encephalitis (A83-A84A85.2),0,338
2012,Arthropod-borne viral encephalitis (A83-A84A85.2),0,340
2013,Arthropod-borne viral encephalitis (A83-A84A85.2),0,342
2014,Arthropod-borne viral encephalitis (A83-A84A85.2),0,344
2015,Arthropod-borne viral encephalitis (A83-A84A85.2),0,346
2016,Arthropod-borne viral encephalitis (A83-A84A85.2),0,348
2017,Arthropod-borne viral encephalitis (A83-A84A85.2),0,350
2018,Arthropod-borne viral encephalitis (A83-A84A85.2),0,352
2019,Arthropod-borne viral encephalitis (A83-A84A85.2),0,354
2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,356
2007,Viral hepatitis (B15-B19),33,360
2008,Viral hepatitis (B15-B19),60,362
2009,Viral hepatitis (B15-B19),50,364
2010,Viral hepatitis (B15-B19),62,366
2011,Viral hepatitis (B15-B19),53,368
2012,Viral hepatitis (B15-B19),39,370
2013,Viral hepatitis (B15-B19),46,372
2014,Viral hepatitis (B15-B19),34,374
2015,Viral hepatitis (B15-B19),38,376
2016,Viral hepatitis (B15-B19),26,378
2017,Viral hepatitis (B15-B19),28,380
2018,Viral hepatitis (B15-B19),31,382
2019,Viral hepatitis (B15-B19),26,384
2020 **,Viral hepatitis (B15-B19),22,386
2007,Human immunodeficiency virus (HIV) disease (B20-B24),95,390
2008,Human immunodeficiency virus (HIV) disease (B20-B24),98,392
2009,Human immunodeficiency virus (HIV) disease (B20-B24),79,394
2010,Human immunodeficiency virus (HIV) disease (B20-B24),56,396
2011,Human immunodeficiency virus (HIV) disease (B20-B24),72,398
2012,Human immunodeficiency virus (HIV) disease (B20-B24),53,400
2013,Human immunodeficiency virus (HIV) disease (B20-B24),62,402
2014,Human immunodeficiency virus (HIV) disease (B20-B24),77,404
2015,Human immunodeficiency virus (HIV) disease (B20-B24),58,406
2016,Human immunodeficiency virus (HIV) disease (B20-B24),44,408
2017,Human immunodeficiency virus (HIV) disease (B20-B24),62,410
2018,Human immunodeficiency virus (HIV) disease (B20-B24),61,412
2019,Human immunodeficiency virus (HIV) disease (B20-B24),62,414
2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),36,416
2007,Malaria (B50-B54),0,420
2008,Malaria (B50-B54),0,422
2009,Malaria (B50-B54),0,424
2010,Malaria (B50-B54),0,426
2011,Malaria (B50-B54),0,428
2012,Malaria (B50-B54),1,430
2013,Malaria (B50-B54),0,432
2014,Malaria (B50-B54),0,434
2015,Malaria (B50-B54),0,436
2016,Malaria (B50-B54),0,438
2017,Malaria (B50-B54),0,440
2018,Malaria (B50-B54),0,442
2019,Malaria (B50-B54),0,444
2020 **,Malaria (B50-B54),0,446
2007,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),31,450
2008,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),34,452
2009,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),24,454
2010,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),26,456
2011,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),37,458
2012,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),25,460
2013,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),34,462
2014,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),29,464
2015,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),34,466
2016,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),35,468
2017,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),34,470
2018,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),39,472
2019,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),42,474
2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),43,476
2007,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),49,480
2008,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),51,482
2009,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),41,484
2010,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),31,486
2011,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),39,488
2012,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),31,490
2013,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),28,492
2014,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),56,494
2015,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),26,496
2016,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),34,498
2017,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),40,500
2018,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),40,502
2019,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),39,504
2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),38,506
2007,Malignant neoplasm of esophagus (C15),61,510
2008,Malignant neoplasm of esophagus (C15),53,512
2009,Malignant neoplasm of esophagus (C15),57,514
2010,Malignant neoplasm of esophagus (C15),55,516
2011,Malignant neoplasm of esophagus (C15),61,518
2012,Malignant neoplasm of esophagus (C15),53,520
2013,Malignant neoplasm of esophagus (C15),52,522
2014,Malignant neoplasm of esophagus (C15),38,524
2015,Malignant neoplasm of esophagus (C15),52,526
2016,Malignant neoplasm of esophagus (C15),39,528
2017,Malignant neoplasm of esophagus (C15),50,530
2018,Malignant neoplasm of esophagus (C15),48,532
2019,Malignant neoplasm of esophagus (C15),53,534
2020 **,Malignant neoplasm of esophagus (C15),40,536
2007,Malignant neoplasm of stomach (C16),83,540
2008,Malignant neoplasm of stomach (C16),81,542
2009,Malignant neoplasm of stomach (C16),54,544
2010,Malignant neoplasm of stomach (C16),74,546
2011,Malignant neoplasm of stomach (C16),71,548
2012,Malignant neoplasm of stomach (C16),66,550
2013,Malignant neoplasm of stomach (C16),64,552
2014,Malignant neoplasm of stomach (C16),82,554
2015,Malignant neoplasm of stomach (C16),68,556
2016,Malignant neoplasm of stomach (C16),79,558
2017,Malignant neoplasm of stomach (C16),60,560
2018,Malignant neoplasm of stomach (C16),64,562
2019,Malignant neoplasm of stomach (C16),55,564
2020 **,Malignant neoplasm of stomach (C16),68,566
2007,Malignant neoplasms of colon rectum and anus (C18-C21),269,570
2008,Malignant neoplasms of colon rectum and anus (C18-C21),276,572
2009,Malignant neoplasms of colon rectum and anus (C18-C21),267,574
2010,Malignant neoplasms of colon rectum and anus (C18-C21),265,576
2011,Malignant neoplasms of colon rectum and anus (C18-C21),246,578
2012,Malignant neoplasms of colon rectum and anus (C18-C21),246,580
2013,Malignant neoplasms of colon rectum and anus (C18-C21),260,582
2014,Malignant neoplasms of colon rectum and anus (C18-C21),252,584
2015,Malignant neoplasms of colon rectum and anus (C18-C21),253,586
2016,Malignant neoplasms of colon rectum and anus (C18-C21),274,588
2017,Malignant neoplasms of colon rectum and anus (C18-C21),280,590
2018,Malignant neoplasms of colon rectum and anus (C18-C21),269,592
2019,Malignant neoplasms of colon rectum and anus (C18-C21),259,594
2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),215,596
2007,Malignant neoplasms of liver and intrahepatic bile ducts (C22),100,600
2008,Malignant neoplasms of liver and intrahepatic bile ducts (C22),113,602
2009,Malignant neoplasms of liver and intrahepatic bile ducts (C22),97,604
2010,Malignant neoplasms of liver and intrahepatic bile ducts (C22),128,606
2011,Malignant neoplasms of liver and intrahepatic bile ducts (C22),127,608
2012,Malignant neoplasms of liver and intrahepatic bile ducts (C22),108,610
2013,Malignant neoplasms of liver and intrahepatic bile ducts (C22),122,612
2014,Malignant neoplasms of liver and intrahepatic bile ducts (C22),137,614
2015,Malignant neoplasms of liver and intrahepatic bile ducts (C22),147,616
2016,Malignant neoplasms of liver and intrahepatic bile ducts (C22),166,618
2017,Malignant neoplasms of liver and intrahepatic bile ducts (C22),176,620
2018,Malignant neoplasms of liver and intrahepatic bile ducts (C22),160,622
2019,Malignant neoplasms of liver and intrahepatic bile ducts (C22),154,624
2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),136,626
2007,Malignant neoplasm of pancreas (C25),175,630
2008,Malignant neoplasm of pancreas (C25),183,632
2009,Malignant neoplasm of pancreas (C25),175,634
2010,Malignant neoplasm of pancreas (C25),178,636
2011,Malignant neoplasm of pancreas (C25),184,638
2012,Malignant neoplasm of pancreas (C25),166,640
2013,Malignant neoplasm of pancreas (C25),205,642
2014,Malignant neoplasm of pancreas (C25),189,644
2015,Malignant neoplasm of pancreas (C25),204,646
2016,Malignant neoplasm of pancreas (C25),219,648
2017,Malignant neoplasm of pancreas (C25),228,650
2018,Malignant neoplasm of pancreas (C25),202,652
2019,Malignant neoplasm of pancreas (C25),224,654
2020 **,Malignant neoplasm of pancreas (C25),205,656
2007,Malignant neoplasm of larynx (C32),18,660
2008,Malignant neoplasm of larynx (C32),32,662
2009,Malignant neoplasm of larynx (C32),26,664
2010,Malignant neoplasm of larynx (C32),21,666
2011,Malignant neoplasm of larynx (C32),26,668
2012,Malignant neoplasm of larynx (C32),23,670
2013,Malignant neoplasm of larynx (C32),29,672
2014,Malignant neoplasm of larynx (C32),20,674
2015,Malignant neoplasm of larynx (C32),23,676
2016,Malignant neoplasm of larynx (C32),27,678
2017,Malignant neoplasm of larynx (C32),31,680
2018,Malignant neoplasm of larynx (C32),18,682
2019,Malignant neoplasm of larynx (C32),21,684
2020 **,Malignant neoplasm of larynx (C32),27,686
2007,Malignant neoplasms of trachea bronchus and lung (C33-C34),801,690
2008,Malignant neoplasms of trachea bronchus and lung (C33-C34),784,692
2009,Malignant neoplasms of trachea bronchus and lung (C33-C34),813,694
2010,Malignant neoplasms of trachea bronchus and lung (C33-C34),804,696
2011,Malignant neoplasms of trachea bronchus and lung (C33-C34),755,698
2012,Malignant neoplasms of trachea bronchus and lung (C33-C34),780,700
2013,Malignant neoplasms of trachea bronchus and lung (C33-C34),755,702
2014,Malignant neoplasms of trachea bronchus and lung (C33-C34),754,704
2015,Malignant neoplasms of trachea bronchus and lung (C33-C34),777,706
2016,Malignant neoplasms of trachea bronchus and lung (C33-C34),739,708
2017,Malignant neoplasms of trachea bronchus and lung (C33-C34),714,710
2018,Malignant neoplasms of trachea bronchus and lung (C33-C34),685,712
2019,Malignant neoplasms of trachea bronchus and lung (C33-C34),639,714
2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),540,716
2007,Malignant melanoma of skin (C43),4,720
2008,Malignant melanoma of skin (C43),5,722
2009,Malignant melanoma of skin (C43),10,724
2010,Malignant melanoma of skin (C43),5,726
2011,Malignant melanoma of skin (C43),2,728
2012,Malignant melanoma of skin (C43),5,730
2013,Malignant melanoma of skin (C43),5,732
2014,Malignant melanoma of skin (C43),4,734
2015,Malignant melanoma of skin (C43),3,736
2016,Malignant melanoma of skin (C43),3,738
2017,Malignant melanoma of skin (C43),5,740
2018,Malignant melanoma of skin (C43),4,742
2019,Malignant melanoma of skin (C43),3,744
2020 **,Malignant melanoma of skin (C43),9,746
2007,Malignant neoplasm of breast (C50),234,750
2008,Malignant neoplasm of breast (C50),244,752
2009,Malignant neoplasm of breast (C50),215,754
2010,Malignant neoplasm of breast (C50),211,756
2011,Malignant neoplasm of breast (C50),242,758
2012,Malignant neoplasm of breast (C50),235,760
2013,Malignant neoplasm of breast (C50),249,762
2014,Malignant neoplasm of breast (C50),239,764
2015,Malignant neoplasm of breast (C50),252,766
2016,Malignant neoplasm of breast (C50),230,768
2017,Malignant neoplasm of breast (C50),238,770
2018,Malignant neoplasm of breast (C50),225,772
2019,Malignant neoplasm of breast (C50),242,774
2020 **,Malignant neoplasm of breast (C50),220,776
2007,Malignant neoplasm of cervix uteri (C53),31,780
2008,Malignant neoplasm of cervix uteri (C53),29,782
2009,Malignant neoplasm of cervix uteri (C53),31,784
2010,Malignant neoplasm of cervix uteri (C53),17,786
2011,Malignant neoplasm of cervix uteri (C53),26,788
2012,Malignant neoplasm of cervix uteri (C53),26,790
2013,Malignant neoplasm of cervix uteri (C53),23,792
2014,Malignant neoplasm of cervix uteri (C53),28,794
2015,Malignant neoplasm of cervix uteri (C53),17,796
2016,Malignant neoplasm of cervix uteri (C53),25,798
2017,Malignant neoplasm of cervix uteri (C53),20,800
2018,Malignant neoplasm of cervix uteri (C53),34,802
2019,Malignant neoplasm of cervix uteri (C53),29,804
2020 **,Malignant neoplasm of cervix uteri (C53),17,806
2007,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),58,810
2008,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),60,812
2009,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),49,814
2010,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),56,816
2011,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),57,818
2012,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),50,820
2013,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),59,822
2014,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),51,824
2015,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),60,826
2016,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),73,828
2017,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),68,830
2018,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),69,832
2019,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),74,834
2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),67,836
2007,Malignant neoplasm of ovary (C56),41,840
2008,Malignant neoplasm of ovary (C56),44,842
2009,Malignant neoplasm of ovary (C56),56,844
2010,Malignant neoplasm of ovary (C56),37,846
2011,Malignant neoplasm of ovary (C56),36,848
2012,Malignant neoplasm of ovary (C56),49,850
2013,Malignant neoplasm of ovary (C56),48,852
2014,Malignant neoplasm of ovary (C56),46,854
2015,Malignant neoplasm of ovary (C56),34,856
2016,Malignant neoplasm of ovary (C56),52,858
2017,Malignant neoplasm of ovary (C56),49,860
2018,Malignant neoplasm of ovary (C56),43,862
2019,Malignant neoplasm of ovary (C56),42,864
2020 **,Malignant neoplasm of ovary (C56),29,866
2007,Malignant neoplasm of prostate (C61),197,870
2008,Malignant neoplasm of prostate (C61),185,872
2009,Malignant neoplasm of prostate (C61),189,874
2010,Malignant neoplasm of prostate (C61),194,876
2011,Malignant neoplasm of prostate (C61),184,878
2012,Malignant neoplasm of prostate (C61),173,880
2013,Malignant neoplasm of prostate (C61),179,882
2014,Malignant neoplasm of prostate (C61),162,884
2015,Malignant neoplasm of prostate (C61),176,886
2016,Malignant neoplasm of prostate (C61),178,888
2017,Malignant neoplasm of prostate (C61),202,890
2018,Malignant neoplasm of prostate (C61),179,892
2019,Malignant neoplasm of prostate (C61),190,894
2020 **,Malignant neoplasm of prostate (C61),179,896
2007,Malignant neoplasms of kidney and renal pelvis (C64-C65),55,900
2008,Malignant neoplasms of kidney and renal pelvis (C64-C65),56,902
2009,Malignant neoplasms of kidney and renal pelvis (C64-C65),39,904
2010,Malignant neoplasms of kidney and renal pelvis (C64-C65),46,906
2011,Malignant neoplasms of kidney and renal pelvis (C64-C65),55,908
2012,Malignant neoplasms of kidney and renal pelvis (C64-C65),54,910
2013,Malignant neoplasms of kidney and renal pelvis (C64-C65),54,912
2014,Malignant neoplasms of kidney and renal pelvis (C64-C65),59,914
2015,Malignant neoplasms of kidney and renal pelvis (C64-C65),56,916
2016,Malignant neoplasms of kidney and renal pelvis (C64-C65),57,918
2017,Malignant neoplasms of kidney and renal pelvis (C64-C65),51,920
2018,Malignant neoplasms of kidney and renal pelvis (C64-C65),41,922
2019,Malignant neoplasms of kidney and renal pelvis (C64-C65),51,924
2020 **,Malignant neoplasms of kidney and renal pelvis (C64-C65),59,926
2007,Malignant neoplasm of bladder (C67),46,930
2008,Malignant neoplasm of bladder (C67),44,932
2009,Malignant neoplasm of bladder (C67),63,934
2010,Malignant neoplasm of bladder (C67),61,936
2011,Malignant neoplasm of bladder (C67),55,938
2012,Malignant neoplasm of bladder (C67),50,940
2013,Malignant neoplasm of bladder (C67),42,942
2014,Malignant neoplasm of bladder (C67),52,944
2015,Malignant neoplasm of bladder (C67),54,946
2016,Malignant neoplasm of bladder (C67),50,948
2017,Malignant neoplasm of bladder (C67),59,950
2018,Malignant neoplasm of bladder (C67),48,952
2019,Malignant neoplasm of bladder (C67),53,954
2020 **,Malignant neoplasm of bladder (C67),49,956
2007,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),24,960
2008,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),36,962
2009,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),35,964
2010,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),33,966
2011,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),26,968
2012,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),36,970
2013,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),32,972
2014,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),42,974
2015,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),41,976
2016,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),45,978
2017,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),49,980
2018,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),48,982
2019,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),36,984
2020 **,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),36,986
2007,Hodgkin's disease (C81),7,990
2008,Hodgkin's disease (C81),4,992
2009,Hodgkin's disease (C81),3,994
2010,Hodgkin's disease (C81),4,996
2011,Hodgkin's disease (C81),4,998
2012,Hodgkin's disease (C81),4,1000
2013,Hodgkin's disease (C81),1,1002
2014,Hodgkin's disease (C81),4,1004
2015,Hodgkin's disease (C81),2,1006
2016,Hodgkin's disease (C81),5,1008
2017,Hodgkin's disease (C81),4,1010
2018,Hodgkin's disease (C81),1,1012
2019,Hodgkin's disease (C81),2,1014
2020 **,Hodgkin's disease (C81),1,1016
2007,Non-Hodgkin's lymphoma (C82-C85),61,1020
2008,Non-Hodgkin's lymphoma (C82-C85),51,1022
2009,Non-Hodgkin's lymphoma (C82-C85),68,1024
2010,Non-Hodgkin's lymphoma (C82-C85),69,1026
2011,Non-Hodgkin's lymphoma (C82-C85),51,1028
2012,Non-Hodgkin's lymphoma (C82-C85),48,1030
2013,Non-Hodgkin's lymphoma (C82-C85),42,1032
2014,Non-Hodgkin's lymphoma (C82-C85),73,1034
2015,Non-Hodgkin's lymphoma (C82-C85),57,1036
2016,Non-Hodgkin's lymphoma (C82-C85),52,1038
2017,Non-Hodgkin's lymphoma (C82-C85),58,1040
2018,Non-Hodgkin's lymphoma (C82-C85),64,1042
2019,Non-Hodgkin's lymphoma (C82-C85),54,1044
2020 **,Non-Hodgkin's lymphoma (C82-C85),44,1046
2007,Leukemia (C91-C95),94,1050
2008,Leukemia (C91-C95),81,1052
2009,Leukemia (C91-C95),82,1054
2010,Leukemia (C91-C95),70,1056
2011,Leukemia (C91-C95),89,1058
2012,Leukemia (C91-C95),70,1060
2013,Leukemia (C91-C95),72,1062
