DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,SORT
2009,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,454
2010,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,456
2011,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,458
2012,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,460
2013,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,462
2014,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,464
2015,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,466
2016,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,468
2017,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,470
2018,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,472
2019,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,474
2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,476
2007,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,480
2008,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,482
2009,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,484
2010,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,486
2011,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,488
2012,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,490
2013,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,492
2014,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,494
2015,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,496
2016,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,498
2017,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,500
2018,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,502
2019,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,504
2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,506
2007,Malignant neoplasm of esophagus (C15),0,510
2008,Malignant neoplasm of esophagus (C15),0,512
2009,Malignant neoplasm of esophagus (C15),0,514
2010,Malignant neoplasm of esophagus (C15),0,516
2011,Malignant neoplasm of esophagus (C15),0,518
2012,Malignant neoplasm of esophagus (C15),0,520
2013,Malignant neoplasm of esophagus (C15),0,522
2014,Malignant neoplasm of esophagus (C15),0,524
2015,Malignant neoplasm of esophagus (C15),0,526
2016,Malignant neoplasm of esophagus (C15),0,528
2017,Malignant neoplasm of esophagus (C15),0,530
2018,Malignant neoplasm of esophagus (C15),0,532
2019,Malignant neoplasm of esophagus (C15),0,534
2020 **,Malignant neoplasm of esophagus (C15),0,536
2007,Malignant neoplasm of stomach (C16),0,540
2008,Malignant neoplasm of stomach (C16),0,542
2009,Malignant neoplasm of stomach (C16),0,544
2010,Malignant neoplasm of stomach (C16),0,546
2011,Malignant neoplasm of stomach (C16),0,548
2012,Malignant neoplasm of stomach (C16),0,550
2013,Malignant neoplasm of stomach (C16),0,552
2014,Malignant neoplasm of stomach (C16),0,554
2015,Malignant neoplasm of stomach (C16),0,556
2016,Malignant neoplasm of stomach (C16),0,558
2017,Malignant neoplasm of stomach (C16),0,560
2018,Malignant neoplasm of stomach (C16),0,562
2019,Malignant neoplasm of stomach (C16),0,564
2020 **,Malignant neoplasm of stomach (C16),0,566
2007,Malignant neoplasms of colon rectum and anus (C18-C21),0,570
2008,Malignant neoplasms of colon rectum and anus (C18-C21),0,572
2009,Malignant neoplasms of colon rectum and anus (C18-C21),0,574
2010,Malignant neoplasms of colon rectum and anus (C18-C21),0,576
2011,Malignant neoplasms of colon rectum and anus (C18-C21),0,578
2012,Malignant neoplasms of colon rectum and anus (C18-C21),0,580
2013,Malignant neoplasms of colon rectum and anus (C18-C21),0,582
2014,Malignant neoplasms of colon rectum and anus (C18-C21),0,584
2015,Malignant neoplasms of colon rectum and anus (C18-C21),0,586
2016,Malignant neoplasms of colon rectum and anus (C18-C21),0,588
2017,Malignant neoplasms of colon rectum and anus (C18-C21),0,590
2018,Malignant neoplasms of colon rectum and anus (C18-C21),0,592
2019,Malignant neoplasms of colon rectum and anus (C18-C21),0,594
2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),0,596
2007,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,600
2008,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,602
2009,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,604
2010,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,606
2011,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,608
2012,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,610
2013,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,612
2014,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,614
2015,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,616
2016,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,618
2017,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,620
2018,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,622
2019,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,624
2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,626
2007,Malignant neoplasm of pancreas (C25),0,630
2008,Malignant neoplasm of pancreas (C25),0,632
2009,Malignant neoplasm of pancreas (C25),0,634
2010,Malignant neoplasm of pancreas (C25),0,636
2011,Malignant neoplasm of pancreas (C25),0,638
2012,Malignant neoplasm of pancreas (C25),0,640
2013,Malignant neoplasm of pancreas (C25),0,642
2014,Malignant neoplasm of pancreas (C25),0,644
2015,Malignant neoplasm of pancreas (C25),0,646
2016,Malignant neoplasm of pancreas (C25),0,648
2017,Malignant neoplasm of pancreas (C25),0,650
2018,Malignant neoplasm of pancreas (C25),0,652
2019,Malignant neoplasm of pancreas (C25),0,654
2020 **,Malignant neoplasm of pancreas (C25),0,656
2007,Malignant neoplasm of larynx (C32),0,660
2008,Malignant neoplasm of larynx (C32),0,662
2009,Malignant neoplasm of larynx (C32),0,664
2010,Malignant neoplasm of larynx (C32),0,666
2011,Malignant neoplasm of larynx (C32),0,668
2012,Malignant neoplasm of larynx (C32),0,670
2013,Malignant neoplasm of larynx (C32),0,672
2014,Malignant neoplasm of larynx (C32),0,674
2015,Malignant neoplasm of larynx (C32),0,676
2016,Malignant neoplasm of larynx (C32),0,678
2017,Malignant neoplasm of larynx (C32),0,680
2018,Malignant neoplasm of larynx (C32),0,682
2019,Malignant neoplasm of larynx (C32),0,684
2020 **,Malignant neoplasm of larynx (C32),0,686
2007,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,690
2008,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,692
2009,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,694
2010,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,696
2011,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,698
2012,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,700
2013,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,702
2014,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,704
2015,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,706
2016,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,708
2017,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,710
2018,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,712
2019,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,714
2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,716
2007,Malignant melanoma of skin (C43),0,720
2008,Malignant melanoma of skin (C43),0,722
2009,Malignant melanoma of skin (C43),0,724
2010,Malignant melanoma of skin (C43),0,726
2011,Malignant melanoma of skin (C43),0,728
2012,Malignant melanoma of skin (C43),0,730
2013,Malignant melanoma of skin (C43),0,732
2014,Malignant melanoma of skin (C43),0,734
2015,Malignant melanoma of skin (C43),0,736
2016,Malignant melanoma of skin (C43),0,738
2017,Malignant melanoma of skin (C43),0,740
2018,Malignant melanoma of skin (C43),0,742
2019,Malignant melanoma of skin (C43),0,744
2020 **,Malignant melanoma of skin (C43),0,746
2007,Malignant neoplasm of breast (C50),0,750
2008,Malignant neoplasm of breast (C50),0,752
2009,Malignant neoplasm of breast (C50),0,754
2010,Malignant neoplasm of breast (C50),0,756
2011,Malignant neoplasm of breast (C50),0,758
2012,Malignant neoplasm of breast (C50),0,760
2013,Malignant neoplasm of breast (C50),0,762
2014,Malignant neoplasm of breast (C50),0,764
2015,Malignant neoplasm of breast (C50),0,766
2016,Malignant neoplasm of breast (C50),0,768
2017,Malignant neoplasm of breast (C50),0,770
2018,Malignant neoplasm of breast (C50),0,772
2019,Malignant neoplasm of breast (C50),0,774
2020 **,Malignant neoplasm of breast (C50),0,776
2007,Malignant neoplasm of cervix uteri (C53),0,780
2008,Malignant neoplasm of cervix uteri (C53),0,782
2009,Malignant neoplasm of cervix uteri (C53),0,784
2010,Malignant neoplasm of cervix uteri (C53),0,786
2011,Malignant neoplasm of cervix uteri (C53),0,788
2012,Malignant neoplasm of cervix uteri (C53),0,790
2013,Malignant neoplasm of cervix uteri (C53),0,792
2014,Malignant neoplasm of cervix uteri (C53),0,794
2015,Malignant neoplasm of cervix uteri (C53),0,796
2016,Malignant neoplasm of cervix uteri (C53),0,798
2017,Malignant neoplasm of cervix uteri (C53),0,800
2018,Malignant neoplasm of cervix uteri (C53),0,802
2019,Malignant neoplasm of cervix uteri (C53),0,804
2020 **,Malignant neoplasm of cervix uteri (C53),0,806
2007,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,810
2008,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,812
2009,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,814
2010,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,816
2011,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,818
2012,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,820
2013,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,822
2014,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,824
2015,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,826
2016,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,828
2017,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,830
2018,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,832
2019,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,834
2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,836
2007,Malignant neoplasm of ovary (C56),0,840
2008,Malignant neoplasm of ovary (C56),0,842
2009,Malignant neoplasm of ovary (C56),0,844
2010,Malignant neoplasm of ovary (C56),0,846
2011,Malignant neoplasm of ovary (C56),0,848
2012,Malignant neoplasm of ovary (C56),0,850
2013,Malignant neoplasm of ovary (C56),0,852
2014,Malignant neoplasm of ovary (C56),0,854
2015,Malignant neoplasm of ovary (C56),0,856
2016,Malignant neoplasm of ovary (C56),0,858
2017,Malignant neoplasm of ovary (C56),0,860
2018,Malignant neoplasm of ovary (C56),0,862
2019,Malignant neoplasm of ovary (C56),0,864
2020 **,Malignant neoplasm of ovary (C56),0,866
2007,Malignant neoplasm of prostate (C61),0,870
2008,Malignant neoplasm of prostate (C61),0,872
2009,Malignant neoplasm of prostate (C61),0,874
2010,Malignant neoplasm of prostate (C61),0,876
2011,Malignant neoplasm of prostate (C61),0,878
2012,Malignant neoplasm of prostate (C61),0,880
2013,Malignant neoplasm of prostate (C61),0,882
2014,Malignant neoplasm of prostate (C61),0,884
2015,Malignant neoplasm of prostate (C61),0,886
2016,Malignant neoplasm of prostate (C61),0,888
2017,Malignant neoplasm of prostate (C61),0,890
2018,Malignant neoplasm of prostate (C61),0,892
2019,Malignant neoplasm of prostate (C61),0,894
2020 **,Malignant neoplasm of prostate (C61),0,896
2007,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,900
2008,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,902
2009,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,904
2010,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,906
2011,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,908
2012,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,910
2013,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,912
2014,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,914
2015,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,916
2016,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,918
2017,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,920
2018,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,922
2019,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,924
2020 **,Malignant neoplasms of kidney and renal pelvis (C64-C65),0,926
2007,Malignant neoplasm of bladder (C67),0,930
2008,Malignant neoplasm of bladder (C67),0,932
2009,Malignant neoplasm of bladder (C67),0,934
2010,Malignant neoplasm of bladder (C67),0,936
2011,Malignant neoplasm of bladder (C67),0,938
2012,Malignant neoplasm of bladder (C67),0,940
2013,Malignant neoplasm of bladder (C67),0,942
2014,Malignant neoplasm of bladder (C67),0,944
2015,Malignant neoplasm of bladder (C67),0,946
2016,Malignant neoplasm of bladder (C67),0,948
2017,Malignant neoplasm of bladder (C67),0,950
2018,Malignant neoplasm of bladder (C67),0,952
2019,Malignant neoplasm of bladder (C67),0,954
2020 **,Malignant neoplasm of bladder (C67),0,956
2007,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,960
2008,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,962
2009,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,964
2010,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,966
2011,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,968
2012,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,970
2013,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,972
2014,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,974
2015,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,976
2016,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,978
2017,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,980
2018,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,982
2019,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,984
2020 **,Malignant neoplasms of meninges brain and other parts of central nervous system (C70-C72),0,986
2007,Hodgkin's disease (C81),0,990
2008,Hodgkin's disease (C81),0,992
2009,Hodgkin's disease (C81),0,994
2010,Hodgkin's disease (C81),0,996
2011,Hodgkin's disease (C81),0,998
2012,Hodgkin's disease (C81),0,1000
2013,Hodgkin's disease (C81),0,1002
2014,Hodgkin's disease (C81),0,1004
2015,Hodgkin's disease (C81),0,1006
2016,Hodgkin's disease (C81),0,1008
2017,Hodgkin's disease (C81),0,1010
2018,Hodgkin's disease (C81),0,1012
2019,Hodgkin's disease (C81),0,1014
2020 **,Hodgkin's disease (C81),0,1016
2007,Non-Hodgkin's lymphoma (C82-C85),0,1020
2008,Non-Hodgkin's lymphoma (C82-C85),0,1022
2009,Non-Hodgkin's lymphoma (C82-C85),0,1024
2010,Non-Hodgkin's lymphoma (C82-C85),0,1026
2011,Non-Hodgkin's lymphoma (C82-C85),0,1028
2012,Non-Hodgkin's lymphoma (C82-C85),0,1030
2013,Non-Hodgkin's lymphoma (C82-C85),0,1032
2014,Non-Hodgkin's lymphoma (C82-C85),0,1034
2015,Non-Hodgkin's lymphoma (C82-C85),0,1036
2016,Non-Hodgkin's lymphoma (C82-C85),0,1038
2017,Non-Hodgkin's lymphoma (C82-C85),0,1040
2018,Non-Hodgkin's lymphoma (C82-C85),0,1042
2019,Non-Hodgkin's lymphoma (C82-C85),0,1044
2020 **,Non-Hodgkin's lymphoma (C82-C85),0,1046
2007,Leukemia (C91-C95),0,1050
2008,Leukemia (C91-C95),0,1052
2009,Leukemia (C91-C95),0,1054
2010,Leukemia (C91-C95),0,1056
2011,Leukemia (C91-C95),0,1058
2012,Leukemia (C91-C95),0,1060
2013,Leukemia (C91-C95),0,1062
